panel,symbol,ensembl,mode_of_inheritance,confidence_level
PA309,PIK3C2A,ENSG00000011405,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,PIK3R1,ENSG00000145675,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,PISD,ENSG00000241878,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,PITX1,ENSG00000069011,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,PKDCC,ENSG00000162878,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,PLOD2,ENSG00000152952,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,PLS3,ENSG00000102024,"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)",3
PA309,POC1A,ENSG00000164087,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,POLR1A,ENSG00000068654,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,POLR1B,ENSG00000125630,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,POLR1C,ENSG00000171453,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,POLR1D,ENSG00000186184,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",3
PA309,POP1,ENSG00000104356,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,POR,ENSG00000127948,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,PPIB,ENSG00000166794,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,PRKAR1A,ENSG00000108946,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,PRKG2,ENSG00000138669,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,PRMT7,ENSG00000132600,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,PSAT1,ENSG00000135069,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,PSMC3,ENSG00000165916,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,PSPH,ENSG00000146733,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,PTBP1,ENSG00000011304,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,PTDSS1,ENSG00000156471,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,PTH1R,ENSG00000160801,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",3
PA309,PTHLH,ENSG00000087494,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,PTPN11,ENSG00000179295,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,PUF60,ENSG00000179950,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,PYCR1,ENSG00000183010,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RAB23,ENSG00000112210,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RAB33B,ENSG00000172007,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RASGRP2,ENSG00000068831,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RBM8A,ENSG00000265241,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RBPJ,ENSG00000168214,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,RECQL4,ENSG00000160957,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RFT1,ENSG00000163933,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RINT1,ENSG00000135249,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RIPPLY2,ENSG00000203877,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RMRP,ENSG00000269900,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RNU4ATAC,ENSG00000264229,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,ROR2,ENSG00000169071,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",3
PA309,RPGRIP1L,ENSG00000103494,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RPL13,ENSG00000167526,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",3
PA309,RSPRY1,ENSG00000159579,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,RUNX2,ENSG00000124813,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SALL1,ENSG00000103449,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SALL4,ENSG00000101115,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SBDS,ENSG00000126524,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SCARF2,ENSG00000244486,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SCUBE3,ENSG00000146197,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SEC24D,ENSG00000150961,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SERPINF1,ENSG00000132386,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SERPINH1,ENSG00000149257,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SETD2,ENSG00000181555,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SETD5,ENSG00000168137,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SF3B4,ENSG00000143368,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SFRP4,ENSG00000106483,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SGMS2,ENSG00000164023,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SGSH,ENSG00000181523,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SH3BP2,ENSG00000087266,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SH3PXD2B,ENSG00000174705,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SHOX,ENSG00000185960,"BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal",3
PA309,SKI,ENSG00000157933,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SLC10A7,ENSG00000120519,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SLC13A1,ENSG00000081800,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SLC17A5,ENSG00000119899,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SLC26A2,ENSG00000155850,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SLC29A3,ENSG00000198246,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SLC34A1,ENSG00000131183,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",3
PA309,SLC34A3,ENSG00000198569,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SLC35C1,ENSG00000181830,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SLC35D1,ENSG00000116704,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SLC39A13,ENSG00000165915,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SLCO2A1,ENSG00000174640,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",3
PA309,SMAD3,ENSG00000166949,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SMAD4,ENSG00000141646,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SMAD6,ENSG00000137834,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SMARCAL1,ENSG00000138375,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SMC1A,ENSG00000072501,"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)",3
PA309,SMC3,ENSG00000108055,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SMOC1,ENSG00000198732,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SNRPB,ENSG00000125835,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",3
PA309,SNX10,ENSG00000086300,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SOST,ENSG00000167941,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",3
PA309,SOX9,ENSG00000125398,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SP7,ENSG00000170374,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,SPARC,ENSG00000113140,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,STT3A,ENSG00000134910,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,SUMF1,ENSG00000144455,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TALDO1,ENSG00000177156,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TAPT1,ENSG00000169762,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TBCE,ENSG00000116957,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TBX15,ENSG00000092607,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TBX3,ENSG00000135111,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TBX4,ENSG00000121075,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TBX5,ENSG00000089225,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TBX6,ENSG00000149922,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TBXAS1,ENSG00000059377,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TCIRG1,ENSG00000110719,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TCOF1,ENSG00000070814,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TCTEX1D2,ENSG00000213123,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TCTN2,ENSG00000168778,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TCTN3,ENSG00000119977,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TERT,ENSG00000164362,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",3
PA309,TGFB1,ENSG00000105329,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TGFB2,ENSG00000092969,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TGFBR2,ENSG00000163513,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TMCO1,ENSG00000143183,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TMEM165,ENSG00000134851,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TMEM216,ENSG00000187049,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TMEM231,ENSG00000205084,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TMEM38B,ENSG00000095209,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TNFRSF11A,ENSG00000141655,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",3
PA309,TNFRSF11B,ENSG00000164761,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TNFSF11,ENSG00000120659,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TOMM7,ENSG00000196683,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TONSL,ENSG00000160949,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TP63,ENSG00000073282,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TRAPPC2,ENSG00000196459,"X-LINKED: hemizygous mutation in males, biallelic mutations in females",3
PA309,TREM2,ENSG00000095970,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TRIP11,ENSG00000100815,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TRPS1,ENSG00000104447,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TRPV4,ENSG00000111199,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TRPV6,ENSG00000165125,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TTC21B,ENSG00000123607,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TTC8,ENSG00000165533,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,TWIST1,ENSG00000122691,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,TYROBP,ENSG00000011600,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,UBA2,ENSG00000126261,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,UFSP2,ENSG00000109775,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,UNC45A,ENSG00000140553,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,VDR,ENSG00000111424,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,VPS33A,ENSG00000139719,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,WBP11,ENSG00000084463,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",3
PA309,WDPCP,ENSG00000143951,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,WDR19,ENSG00000157796,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,WDR34,ENSG00000119333,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,WDR35,ENSG00000118965,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,WDR60,ENSG00000126870,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,WISP3,ENSG00000112761,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,WNT1,ENSG00000125084,"BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal",3
PA309,WNT10B,ENSG00000169884,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,WNT5A,ENSG00000114251,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,WNT7A,ENSG00000154764,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,XRCC4,ENSG00000152422,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,XYLT1,ENSG00000103489,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,XYLT2,ENSG00000015532,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,YY1,ENSG00000100811,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,ZMPSTE24,ENSG00000084073,"BIALLELIC, autosomal or pseudoautosomal",3
PA309,ZNF687,ENSG00000143373,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,ZSWIM6,ENSG00000130449,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA309,ABL1,ENSG00000097007,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",2
PA309,B9D1,ENSG00000108641,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,BTRC,ENSG00000166167,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",2
PA309,C16orf62,ENSG00000103544,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,CSNK1G1,ENSG00000169118,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",2
PA309,DROSHA,ENSG00000113360,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",2
PA309,EN1,ENSG00000163064,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,FAM210A,ENSG00000177150,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,FBLN1,ENSG00000077942,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",2
PA309,FBXW4,ENSG00000107829,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",2
PA309,GNPNAT1,ENSG00000100522,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,H2AFY,ENSG00000113648,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA309,HDAC4,ENSG00000068024,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA309,HEATR3,ENSG00000155393,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,HMGCS1,ENSG00000112972,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,HNRNPK,ENSG00000165119,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA309,IDH1,ENSG00000138413,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA309,JPH1,ENSG00000104369,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,LOXL3,ENSG00000115318,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,LRRC8C,ENSG00000171488,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA309,MANBA,ENSG00000109323,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,MBTPS2,ENSG00000012174,"X-LINKED: hemizygous mutation in males, biallelic mutations in females",2
PA309,MIA3,ENSG00000154305,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,MIR17HG,ENSG00000215417,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA309,MMP9,ENSG00000100985,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,NMNAT1,ENSG00000173614,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,NRCAM,ENSG00000091129,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,PAM16,ENSG00000217930,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,PDIA6,ENSG00000143870,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,PFN1,ENSG00000108518,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA309,PLEKHM1,ENSG00000225190,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",2
PA309,RAD21,ENSG00000164754,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA309,SCNM1,ENSG00000163156,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,SIK3,ENSG00000160584,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,SLC35B2,ENSG00000157593,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,SUCO,ENSG00000094975,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,TBX2,ENSG00000121068,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA309,TMEM251,ENSG00000153485,"BIALLELIC, autosomal or pseudoautosomal",2
PA309,VCP,ENSG00000165280,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA309,ZBTB20,ENSG00000181722,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA309,ACVR2B,ENSG00000114739,Unknown,1
PA309,ADGRV1,ENSG00000164199,,1
PA309,ADI1,ENSG00000182551,Unknown,1
PA309,AHI1,ENSG00000135541,,1
PA309,AIPL1,ENSG00000129221,,1
PA309,AKT1,ENSG00000142208,Unknown,1
PA309,ARID1A,ENSG00000117713,,1
PA309,ARID1B,ENSG00000049618,,1
PA309,ARL13B,ENSG00000169379,,1
PA309,ATXN10,ENSG00000130638,Other,1
PA309,B9D2,ENSG00000123810,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,BANF1,ENSG00000175334,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,C2orf71,ENSG00000179270,,1
PA309,C5orf42,ENSG00000197603,,1
PA309,CCDC28B,ENSG00000160050,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,CCDC39,ENSG00000145075,,1
PA309,CCDC40,ENSG00000141519,,1
PA309,CD96,ENSG00000153283,,1
PA309,CDC6,ENSG00000094804,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,CDH23,ENSG00000107736,,1
PA309,CEP164,ENSG00000110274,,1
PA309,CEP41,ENSG00000106477,,1
PA309,CFTR,ENSG00000001626,,1
PA309,CKAP2L,ENSG00000169607,,1
PA309,CLRN1,ENSG00000163646,,1
PA309,COL12A1,ENSG00000111799,,1
PA309,COL5A1,ENSG00000130635,,1
PA309,COLEC10,ENSG00000184374,,1
PA309,CRB1,ENSG00000134376,,1
PA309,CRELD1,ENSG00000163703,,1
PA309,CRX,ENSG00000105392,,1
PA309,CYP26B1,ENSG00000003137,,1
PA309,DACT1,ENSG00000165617,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",1
PA309,DLX6,ENSG00000006377,Unknown,1
PA309,DNAAF1,ENSG00000154099,,1
PA309,DNAAF2,ENSG00000165506,,1
PA309,DNAAF3,ENSG00000167646,,1
PA309,DNAH11,ENSG00000105877,,1
PA309,DNAH5,ENSG00000039139,,1
PA309,DNAI1,ENSG00000122735,,1
PA309,DNAI2,ENSG00000171595,,1
PA309,DNAL1,ENSG00000119661,,1
PA309,DOLPP1,ENSG00000167130,Unknown,1
PA309,DPM2,ENSG00000136908,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,DPM3,ENSG00000179085,Unknown,1
PA309,DSPP,ENSG00000152591,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA309,EP300,ENSG00000100393,,1
PA309,ESR1,ENSG00000091831,,1
PA309,ETF1,ENSG00000120705,Unknown,1
PA309,FBLIM1,ENSG00000162458,,1
PA309,FGF8,ENSG00000107831,Unknown,1
PA309,FMN1,ENSG00000248905,Unknown,1
PA309,FOXC1,ENSG00000054598,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA309,FOXH1,ENSG00000160973,,1
PA309,GDF1,ENSG00000130283,,1
PA309,GDF3,ENSG00000184344,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA309,GLIS2,ENSG00000126603,,1
PA309,GREM1,ENSG00000166923,Unknown,1
PA309,GUCY2D,ENSG00000132518,,1
PA309,HDAC5,ENSG00000108840,Unknown,1
PA309,HOXA11,ENSG00000005073,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA309,HOXD11,ENSG00000128713,,1
PA309,HYLS1,ENSG00000198331,,1
PA309,IDH2,ENSG00000182054,Other,1
PA309,IFT88,ENSG00000032742,Unknown,1
PA309,IMPDH1,ENSG00000106348,,1
PA309,INVS,ENSG00000119509,,1
PA309,IQCB1,ENSG00000173226,,1
PA309,KCNJ13,ENSG00000115474,,1
PA309,KIAA1217,ENSG00000120549,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",1
PA309,LCA5,ENSG00000135338,,1
PA309,LEFTY2,ENSG00000143768,,1
PA309,LRAT,ENSG00000121207,,1
PA309,LRP6,ENSG00000070018,,1
PA309,LTBP2,ENSG00000119681,,1
PA309,MAN2C1,ENSG00000140400,Unknown,1
PA309,MCM5,ENSG00000100297,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,MMP14,ENSG00000157227,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,MTAP,ENSG00000099810,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA309,MYO1H,ENSG00000174527,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,MYO7A,ENSG00000137474,,1
PA309,NEK8,ENSG00000160602,,1
PA309,NIN,ENSG00000100503,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,NKX2-5,ENSG00000183072,,1
PA309,NME8,ENSG00000086288,,1
PA309,NODAL,ENSG00000156574,,1
PA309,NPHP1,ENSG00000144061,,1
PA309,NPHP3,ENSG00000113971,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,NPHP4,ENSG00000131697,,1
PA309,NPPC,ENSG00000163273,Unknown,1
PA309,OAT,ENSG00000065154,,1
PA309,PCDH15,ENSG00000150275,,1
PA309,PHF6,ENSG00000156531,,1
PA309,PIK3CA,ENSG00000121879,,1
PA309,PIN1,ENSG00000127445,Unknown,1
PA309,PIR,ENSG00000087842,Unknown,1
PA309,PKD2,ENSG00000118762,,1
PA309,PKHD1,ENSG00000170927,,1
PA309,PLCB3,ENSG00000149782,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,PLK4,ENSG00000142731,,1
PA309,PLOD1,ENSG00000083444,,1
PA309,PTPRQ,ENSG00000139304,,1
PA309,RAB3GAP2,ENSG00000118873,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,RD3,ENSG00000198570,,1
PA309,RDH12,ENSG00000139988,,1
PA309,RPE65,ENSG00000116745,,1
PA309,RPGR,ENSG00000156313,,1
PA309,RPGRIP1,ENSG00000092200,,1
PA309,RSPH4A,ENSG00000111834,,1
PA309,RSPH9,ENSG00000172426,,1
PA309,SCNN1A,ENSG00000111319,,1
PA309,SCNN1B,ENSG00000168447,,1
PA309,SCNN1G,ENSG00000166828,,1
PA309,SDCCAG8,ENSG00000054282,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,SEM1,ENSG00000127922,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA309,SHH,ENSG00000164690,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA309,SLCO5A1,ENSG00000137571,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA309,SMARCA2,ENSG00000080503,,1
PA309,SMARCA4,ENSG00000127616,,1
PA309,SMARCB1,ENSG00000099956,,1
PA309,SMARCE1,ENSG00000073584,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",1
PA309,SOX11,ENSG00000176887,,1
PA309,SPATA7,ENSG00000042317,,1
PA309,SPECC1L,ENSG00000100014,Other - please specifiy in evaluation comments,1
PA309,SULF1,ENSG00000137573,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA309,TCTN1,ENSG00000204852,,1
PA309,TDP2,ENSG00000111802,,1
PA309,TGDS,ENSG00000088451,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,THPO,ENSG00000090534,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA309,TMEM138,ENSG00000149483,,1
PA309,TMEM237,ENSG00000155755,,1
PA309,TMEM67,ENSG00000164953,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,TNXB,ENSG00000168477,,1
PA309,TOPORS,ENSG00000197579,,1
PA309,TP53,ENSG00000141510,Other,1
PA309,TRIM32,ENSG00000119401,,1
PA309,TRMT10A,ENSG00000145331,,1
PA309,TSC1,ENSG00000165699,,1
PA309,TSC2,ENSG00000103197,,1
PA309,TULP1,ENSG00000112041,,1
PA309,UMOD,ENSG00000169344,,1
PA309,USH1C,ENSG00000006611,,1
PA309,USH1G,ENSG00000182040,,1
PA309,USH2A,ENSG00000042781,,1
PA309,USP9X,ENSG00000124486,,1
PA309,VAC14,ENSG00000103043,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,VHL,ENSG00000134086,,1
PA309,WHRN,ENSG00000095397,,1
PA309,WNT3,ENSG00000108379,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,WRN,ENSG00000165392,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,XPNPEP3,ENSG00000196236,,1
PA309,ZBTB16,ENSG00000109906,"BIALLELIC, autosomal or pseudoautosomal",1
PA309,ZIC3,ENSG00000156925,,1
PA309,ZNF423,ENSG00000102935,,1
PA309,EFNB1,ENSG00000090776,"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)",0
PA309,IGF1R,ENSG00000140443,,0
PA309,KAT6A,ENSG00000083168,,0
PA309,TCF12,ENSG00000140262,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",0
PA309,TGFBR1,ENSG00000106799,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",0
PA309,TWIST2,ENSG00000233608,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",0
PA309,ZIC1,ENSG00000152977,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",0
PA1471,ACAN,ENSG00000157766,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",3
PA1471,ANAPC1,ENSG00000153107,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,ANKRD11,ENSG00000167522,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,BLM,ENSG00000197299,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,BRAF,ENSG00000157764,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
