"go","groesse","nA_3","nB_3","nA_4","nB_4","nA_5","nB_5","nA_11","nB_11","nA_13","nB_13","nA_14","nB_14","nA_15","nB_15","nA_17","nB_17","nA_18","nB_18","min_nA","min_nB","testbar","name"
"GO:0050766",87,19,848,22,888,1,138,14,1561,3,132,9,689,25,731,20,677,23,716,1,132,FALSE,"positive regulation of phagocytosis"
"GO:0050767",420,149,840,152,879,24,137,114,1542,16,132,90,675,101,720,73,668,89,701,16,132,TRUE,"regulation of neurogenesis"
"GO:0050768",155,53,848,52,888,7,138,40,1561,4,132,32,689,31,730,29,676,38,714,4,132,FALSE,"negative regulation of neurogenesis"
"GO:0050769",275,98,845,99,884,14,137,77,1549,9,132,59,679,68,723,46,671,55,705,9,132,FALSE,"positive regulation of neurogenesis"
"GO:0050770",159,61,849,61,889,7,138,45,1563,4,132,44,688,38,730,30,677,36,713,4,132,FALSE,"regulation of axonogenesis"
"GO:0050771",58,20,850,19,890,3,138,14,1564,1,132,16,690,13,732,15,677,15,716,1,132,FALSE,"negative regulation of axonogenesis"
"GO:0050772",87,37,850,38,890,3,138,27,1565,3,132,23,690,20,730,14,678,16,715,3,132,FALSE,"positive regulation of axonogenesis"
"GO:0050773",107,37,847,36,887,4,137,35,1558,4,132,23,686,25,730,14,674,24,712,4,132,FALSE,"regulation of dendrite development"
"GO:0050777",315,92,842,95,882,3,138,69,1552,7,132,63,680,61,727,65,674,59,713,3,132,FALSE,"negative regulation of immune response"
"GO:0050779",227,36,808,36,846,3,134,26,1513,4,128,10,669,10,708,11,663,11,697,3,128,FALSE,"RNA destabilization"
"GO:0050792",229,74,829,75,869,4,136,51,1537,6,131,42,677,30,718,51,662,43,700,4,131,FALSE,"regulation of viral process"
"GO:0050795",81,21,849,23,889,6,137,21,1560,3,131,16,688,21,728,17,677,20,714,3,131,FALSE,"regulation of behavior"
"GO:0050796",200,60,845,61,885,12,137,55,1557,8,130,43,689,57,729,38,676,40,713,8,130,FALSE,"regulation of insulin secretion"
"GO:0050798",60,16,849,19,889,2,138,12,1563,1,132,7,690,16,732,15,677,16,717,1,132,FALSE,"activated T cell proliferation"
"GO:0050803",357,103,840,108,879,9,136,109,1548,18,132,76,680,74,725,57,670,73,705,9,132,FALSE,"regulation of synapse structure or activity"
"GO:0050805",88,22,848,22,888,3,138,14,1563,2,132,9,687,12,730,13,674,12,713,2,132,FALSE,"negative regulation of synaptic transmission"
"GO:0050806",210,55,843,57,883,7,138,49,1554,5,132,36,685,43,725,35,675,35,710,5,132,FALSE,"positive regulation of synaptic transmission"
"GO:0050807",350,101,840,106,879,9,136,107,1548,18,132,76,680,74,725,56,670,72,705,9,132,FALSE,"regulation of synapse organization"
"GO:0050810",97,34,846,36,886,4,137,26,1558,2,132,20,688,20,730,21,677,24,715,2,132,FALSE,"regulation of steroid biosynthetic process"
"GO:0050817",277,95,847,98,887,16,138,77,1558,9,132,70,686,73,728,73,676,64,714,9,132,FALSE,"coagulation"
"GO:0050818",77,30,849,31,889,4,138,25,1563,2,132,26,689,26,731,23,677,18,716,2,132,FALSE,"regulation of coagulation"
"GO:0050819",55,20,851,21,891,3,138,18,1565,1,132,15,691,17,732,17,678,12,717,1,132,FALSE,"negative regulation of coagulation"
"GO:0050821",275,70,841,71,879,12,136,104,1538,6,129,50,679,62,717,52,668,55,703,6,129,FALSE,"protein stabilization"
"GO:0050829",136,22,850,23,890,4,138,18,1562,6,132,13,689,26,732,17,676,13,716,4,132,FALSE,"defense response to Gram-negative bacterium"
"GO:0050830",189,37,851,39,891,7,138,31,1563,9,132,20,691,25,732,27,677,26,717,7,132,FALSE,"defense response to Gram-positive bacterium"
"GO:0050832",87,12,851,12,891,4,138,17,1565,3,132,9,691,17,732,14,678,10,717,3,132,FALSE,"defense response to fungus"
"GO:0050848",116,28,848,30,888,2,138,20,1561,2,132,16,689,23,730,25,675,25,715,2,132,FALSE,"regulation of calcium-mediated signaling"
"GO:0050850",74,17,849,19,889,2,138,10,1564,1,132,9,691,16,731,14,676,13,716,1,132,FALSE,"positive regulation of calcium-mediated signaling"
"GO:0050851",269,76,847,85,886,7,138,63,1557,3,132,41,684,55,727,55,674,50,713,3,132,FALSE,"antigen receptor-mediated signaling pathway"
"GO:0050852",202,58,847,64,886,6,138,51,1557,2,132,32,685,37,727,41,675,39,714,2,132,FALSE,"T cell receptor signaling pathway"
"GO:0050853",85,23,850,26,890,1,138,21,1564,1,132,12,690,22,732,16,677,12,716,1,132,FALSE,"B cell receptor signaling pathway"
"GO:0050854",79,25,851,29,890,3,138,20,1565,1,132,16,689,23,730,19,676,19,715,1,132,FALSE,"regulation of antigen receptor-mediated signaling pathway"
"GO:0050856",55,18,851,21,890,2,138,17,1565,0,132,14,689,14,730,14,676,16,715,0,132,FALSE,"regulation of T cell receptor signaling pathway"
"GO:0050864",138,55,846,55,885,8,137,38,1560,5,131,29,685,42,727,31,673,37,713,5,131,FALSE,"regulation of B cell activation"
"GO:0050866",281,95,845,104,885,12,138,55,1558,9,132,49,683,55,729,56,672,56,710,9,132,FALSE,"negative regulation of cell activation"
"GO:0050868",183,60,847,66,887,8,138,36,1560,7,132,28,685,31,729,34,674,34,713,7,132,FALSE,"negative regulation of T cell activation"
"GO:0050870",397,111,840,115,879,15,136,85,1550,11,130,49,683,71,721,67,671,60,711,11,130,FALSE,"positive regulation of T cell activation"
"GO:0050871",89,32,849,32,888,4,137,28,1562,2,131,18,689,28,729,20,677,25,716,2,131,FALSE,"positive regulation of B cell activation"
"GO:0050873",58,24,846,24,886,4,136,18,1557,2,130,15,685,22,728,16,673,14,712,2,130,FALSE,"brown fat cell differentiation"
"GO:0050878",434,142,845,146,885,22,137,126,1556,14,132,106,686,116,726,105,676,99,713,14,132,FALSE,"regulation of body fluid levels"
"GO:0050879",73,17,849,18,889,4,138,18,1557,1,132,10,685,29,729,12,676,14,714,1,132,FALSE,"multicellular organismal movement"
"GO:0050881",71,17,849,18,889,4,138,18,1557,1,132,10,685,29,729,12,676,14,714,1,132,FALSE,"musculoskeletal movement"
"GO:0050885",61,17,847,17,886,2,138,14,1559,1,132,13,688,12,728,12,674,9,713,1,132,FALSE,"neuromuscular process controlling balance"
"GO:0050886",101,29,850,31,890,12,137,31,1563,5,131,24,690,22,730,22,677,25,716,5,131,FALSE,"endocrine process"
"GO:0050890",396,94,833,101,872,13,135,95,1543,11,128,72,675,81,717,64,666,73,703,11,128,FALSE,"cognition"
"GO:0050900",472,156,837,166,877,33,137,106,1552,39,131,116,685,119,726,111,670,105,709,33,131,TRUE,"leukocyte migration"
"GO:0050905",197,59,842,59,881,11,137,46,1548,5,131,40,681,58,723,38,670,38,708,5,131,FALSE,"neuromuscular process"
"GO:0050909",95,17,850,17,890,4,138,9,1564,0,132,6,690,11,731,18,677,23,716,0,132,FALSE,"sensory perception of taste"
"GO:0050912",70,12,851,12,891,3,138,4,1565,0,132,4,691,6,732,12,678,16,717,0,132,FALSE,"detection of chemical stimulus involved in sensory perception of taste"
"GO:0050913",70,11,850,11,890,3,138,4,1564,0,132,2,690,3,731,10,677,15,716,0,132,FALSE,"sensory perception of bitter taste"
"GO:0050918",98,23,848,30,889,3,138,16,1562,5,132,13,689,19,732,13,678,12,717,3,132,FALSE,"positive chemotaxis"
"GO:0050920",249,93,847,100,887,17,138,60,1557,18,131,63,687,72,730,54,676,53,715,17,131,TRUE,"regulation of chemotaxis"
"GO:0050921",171,65,848,71,888,11,138,43,1560,12,132,43,688,51,731,37,677,36,716,11,132,FALSE,"positive regulation of chemotaxis"
"GO:0050922",64,18,850,18,890,5,138,13,1564,5,132,17,690,17,731,14,677,13,716,5,132,FALSE,"negative regulation of chemotaxis"
"GO:0050953",245,53,848,56,889,10,138,66,1561,9,132,45,688,85,728,67,676,83,713,9,132,FALSE,"sensory perception of light stimulus"
"GO:0050954",212,61,844,65,884,10,137,51,1551,5,131,38,685,67,724,57,674,48,711,5,131,FALSE,"sensory perception of mechanical stimulus"
"GO:0050982",66,24,849,26,889,2,138,19,1563,1,132,11,690,18,732,17,678,23,716,1,132,FALSE,"detection of mechanical stimulus"
"GO:0050994",77,17,849,18,889,6,138,26,1563,4,132,19,691,24,730,20,678,19,717,4,132,FALSE,"regulation of lipid catabolic process"
"GO:0051017",180,55,844,59,884,3,138,48,1555,9,132,42,685,51,728,42,670,52,711,3,132,FALSE,"actin filament bundle assembly"
"GO:0051028",147,28,825,27,863,2,137,52,1512,3,129,19,672,12,716,10,667,14,707,2,129,FALSE,"mRNA transport"
"GO:0051047",355,113,842,115,882,17,133,96,1551,9,128,73,682,82,723,90,672,101,706,9,128,FALSE,"positive regulation of secretion"
"GO:0051048",206,56,843,58,883,12,136,45,1557,5,130,46,688,45,725,40,673,43,708,5,130,FALSE,"negative regulation of secretion"
"GO:0051053",145,34,834,35,874,3,136,58,1532,6,129,27,677,16,722,21,668,20,707,3,129,FALSE,"negative regulation of DNA metabolic process"
"GO:0051054",331,94,823,100,863,10,134,162,1526,6,128,72,674,55,713,46,660,50,700,6,128,FALSE,"positive regulation of DNA metabolic process"
"GO:0051055",71,23,846,26,885,3,137,23,1559,1,132,18,686,16,729,16,677,16,715,1,132,FALSE,"negative regulation of lipid biosynthetic process"
"GO:0051056",339,122,843,126,884,7,138,118,1556,4,131,111,685,100,728,79,674,102,709,4,131,FALSE,"regulation of small GTPase mediated signal transduction"
"GO:0051057",73,30,851,31,891,2,138,22,1564,0,132,23,689,24,731,15,678,24,716,0,132,FALSE,"positive regulation of small GTPase mediated signal transduction"
"GO:0051058",69,26,848,27,888,0,138,26,1563,1,132,21,690,15,731,14,677,17,714,0,132,FALSE,"negative regulation of small GTPase mediated signal transduction"
"GO:0051084",57,11,850,12,890,4,138,27,1564,1,132,6,690,7,732,10,678,7,717,1,132,FALSE,"'de novo' post-translational protein folding"
"GO:0051090",438,127,826,134,865,18,136,118,1529,16,130,72,679,99,712,94,661,94,701,16,130,TRUE,"regulation of DNA-binding transcription factor activity"
"GO:0051091",264,80,835,85,874,9,137,69,1543,10,130,45,682,51,720,58,668,50,707,9,130,FALSE,"positive regulation of DNA-binding transcription factor activity"
"GO:0051092",152,47,843,51,882,4,138,43,1553,5,132,33,687,33,729,40,673,35,712,4,132,FALSE,"positive regulation of NF-kappaB transcription factor activity"
"GO:0051098",247,69,838,77,878,10,137,71,1538,8,132,49,681,58,716,48,666,47,708,8,132,FALSE,"regulation of binding"
"GO:0051099",120,39,849,43,889,5,137,36,1555,2,132,29,687,27,727,28,673,26,713,2,132,FALSE,"positive regulation of binding"
"GO:0051100",111,29,844,34,884,4,138,32,1551,6,132,20,685,27,724,23,672,22,713,4,132,FALSE,"negative regulation of binding"
"GO:0051101",84,19,844,21,884,4,137,23,1556,2,132,14,685,17,726,11,672,9,712,2,132,FALSE,"regulation of DNA binding"
"GO:0051123",73,22,848,23,888,4,138,35,1557,4,131,10,689,13,726,11,673,17,714,4,131,FALSE,"RNA polymerase II preinitiation complex assembly"
"GO:0051125",52,13,849,13,889,0,138,15,1562,1,132,15,686,5,731,6,677,9,715,0,132,FALSE,"regulation of actin nucleation"
