symbol,chondrogen,linienkonsistent,basis,linie_8A,linie_2454e,im_modul,ri
MUL1,-0.24002548962064812,True,0.0627035914550749,-0.1956292824878009,-0.2844216967534953,False,
FAM43B,0.026322874595326243,False,0.03288932172569185,-0.06416932329928933,0.11681507248994182,False,
CDA,0.09873239236744924,True,0.0406343927671598,0.06528061342336994,0.13218417131152854,False,
PINK1,0.12495856449484403,False,0.04136745202945405,-0.08261524124621036,0.33253237023589843,False,
DDOST,-0.10785445278270366,False,0.0577485644069268,-0.2295084743203171,0.013799568754909773,False,
KIF17,-0.173941365799685,True,0.043567541892327505,-0.23432910199880366,-0.11355362960056634,False,
SH2D5,-0.26024612597345287,True,0.06737650635648874,-0.33389004422338264,-0.1866022077235231,False,
HP1BP3,-0.13288210582743717,True,0.0738024662511856,-0.04945010438555193,-0.21631410726932243,False,
EIF4G3,-0.31912968198815267,True,0.0813336846337144,-0.1763633696957371,-0.4618959942805682,False,
ECE1,-0.09065422055410403,False,0.05597397412692055,-0.18645822898023326,0.005149787872025187,False,
NBPF3,0.08969539167966732,True,0.039533986801329996,0.05381489888698043,0.1255758844723542,False,
