"symbol","MSC_8A","CHON_8A","MSC_2454e","CHON_2454e"
"CELA3B",0.0755349719738647,0.0506356662029019,0.0813327881622526,0.072488328225973
"CELA3A",0.0467121984586406,0.039611782992256,0.0494234362530011,0.0501949985186884
"ENSG00000289694",0.0486474609806779,0.0468419499545384,0.055961025841856,0.0515402175591158
"CDC42",0.0503168518435758,0.0555623205580251,0.0555282370621372,0.0557699951693714
"WNT4",0.0448158512298012,0.0509014523759614,0.039153024703851,0.0589625184508629
"ZBTB40",0.040798200907234,0.0412907885380528,0.0381456481068818,0.03783156250564
"EPHA8",0.0406449055517814,0.0370743912521196,0.0346049511303655,0.0333484545077636
"C1QA",0.03855801769925,0.033701633293267,0.0285452036520145,0.0293184606988618
"ENSG00000289692",0.038530035486173,0.0338366877844657,0.0285790977373189,0.0293565262440619
"C1QC",0.0384299928189291,0.0344023595454436,0.0288656969680753,0.0295265553866085
"C1QB",0.0384584114343941,0.0350756362878583,0.0292869978519224,0.0299402029307641
