symbol,flach,saeule,osteogen,basis,im_modul,ri,markerklasse
ADAMTS9,-0.5238643293252858,0.12333415341266463,-0.2002650879563106,5.637955440120334,False,,
ADAMTS9-AS2,-0.8896694623683974,0.14267551501349196,-0.3734969736774527,2.0229363413085824,False,,
ADAMTSL1,-0.7749954902998688,-0.5917243696854868,-0.6833599299926778,5.055354711171671,True,-1.0,
ADAMTSL2,0.5111268402737243,0.3514589118462168,0.4312928760599706,2.136066539621468,False,,
ADAMTSL3,-0.4963247267980231,-0.37964255555040305,-0.43798364117421307,4.17595898542774,False,,
ADAMTSL4,0.4459873373493366,0.31992657635290644,0.3829569568511215,5.028998694192255,False,,
ADAMTSL5,0.6075421858179495,0.8988497565218805,0.753195971169915,2.6881685517391745,False,,
ADAP1,0.4854636340311167,0.007911539678313595,0.24668758685471515,4.883657067732041,False,,
ADAP2,-0.2498220839440468,-0.7102689545491616,-0.4800455192466042,2.9939952150847096,False,,
ADAR,-0.38820563343901426,-0.25904956336393337,-0.3236275984014738,5.232335341327849,False,,
ADARB1,0.20334638367840707,0.09662024180346762,0.14998331274093735,4.375504972273744,False,,
ADAT1,-0.23433685987452169,-0.2332709810494933,-0.2338039204620075,4.9535101119629905,False,,
ADAT2,0.14529421153074562,-0.018463054948846036,0.06341557829094979,4.980077863626913,False,,
ADCK1,-0.06837766671006662,0.20656119124790173,0.06909176226891756,4.285005030111276,False,,
ADCK2,0.12752277668808887,-0.08762497176188955,0.01994890246309966,4.225766004402748,False,,
ADCK5,0.3052639257264125,0.03310835824107805,0.16918614198374526,3.825587017370094,False,,
ADCY1,-0.15098317126743366,-0.3551776705295526,-0.25308042089849314,3.7834242960339064,False,,
ADCY2,0.31425058832116815,0.5298036607261725,0.4220271245236703,1.7015740625805587,False,,
ADCY3,0.029167761280497473,0.07797725121965282,0.05357250625007515,4.79764657191414,False,,
ADCY4,0.17605433006953497,-0.37652092133481485,-0.10023329563263994,4.56556112718241,False,,
ADCY5,0.6677835778386414,0.13688555915563017,0.4023345684971358,2.728414186277098,False,,
ADCY6,0.04440972005319477,-0.28010345412696047,-0.11784686703688285,4.310182230536424,False,,
ADCY7,0.2880136328612073,0.1554614198923936,0.22173752637680044,6.0279571864777415,False,,
