symbol,delta,n_sonden,donorkons
HNRNPA3P1,0.01916685583118999,3,0.6666666666666666
HNRNPAB,0.016026801916591137,11,0.6363636363636364
HNRNPC,0.0154324265414791,14,0.6428571428571429
HNRNPCL1,0.034430888237195034,5,1.0
HNRNPD,0.015439900042349809,11,0.6363636363636364
HNRNPF,0.016151463418434105,44,0.75
HNRNPH1,0.019312436925538485,13,0.6923076923076923
HNRNPH2,0.025409852593362526,14,0.6428571428571429
HNRNPH3,0.02495396868293676,22,0.9545454545454546
HNRNPK,0.023863042880138758,13,0.7692307692307693
HNRNPL,0.022069127223998508,21,0.8095238095238095
HNRNPM,0.003923811798885719,7,0.7142857142857143
HNRNPR,0.021168367027543822,16,0.8125
HNRNPU,0.01636553380869669,13,0.6153846153846154
HNRNPUL1,0.022439754818125986,27,0.8148148148148148
HNRNPUL2,0.025190032159770996,14,0.8571428571428571
HNRPA1L-2,0.026379966580009295,16,0.8125
HNRPDL,0.018535893298007276,16,0.625
HNRPLL,0.026739202214644597,10,0.7
HOMER1,0.019818825381982715,10,0.7
HOMER2,0.019972505988462903,5,0.6
HOMER3,0.018696031366853858,15,0.6666666666666666
HOMEZ,0.013227414357935516,10,0.7
HOOK1,0.019136468048217437,10,1.0
HOOK2,0.02208609006297387,10,0.8
HOOK3,0.01601841980345838,6,0.6666666666666666
HOPX,0.028072894943439307,20,0.85
HORMAD1,0.004935705982000057,7,0.42857142857142855
HORMAD2,0.01908756546443529,13,0.5384615384615384
HOTAIR,0.025984498729957495,3,0.6666666666666666
HOXA1,0.024276961583467156,13,1.0
HOXA10,0.023738717304747893,19,0.7894736842105263
HOXA11,0.025020951975182983,36,0.7777777777777778
HOXA11AS,0.01971925972024631,13,0.6153846153846154
HOXA13,0.024261211647395343,11,1.0
HOXA2,0.02080844180999289,28,0.7142857142857143
HOXA3,0.035337056414726495,62,0.8548387096774194
HOXA4,0.020372559061784007,24,0.7916666666666666
HOXA5,0.02539684549974857,45,0.8666666666666667
HOXA6,0.006637037659689581,16,0.5
HOXA7,0.020182948498188424,19,0.8421052631578947
HOXA9,0.014464126174839302,21,0.5714285714285714
HOXB1,0.02050248808256788,13,0.7692307692307693
HOXB13,0.020521350480573086,12,0.8333333333333334
HOXB2,0.02592320848894736,14,0.9285714285714286
HOXB3,0.013197740642845459,41,0.6829268292682927
HOXB4,0.023675892621450305,21,0.6666666666666666
HOXB5,0.025793195265669408,18,0.8333333333333334
HOXB6,0.014359284827524129,29,0.8275862068965517
HOXB7,0.01075230831371344,16,0.625
HOXB8,0.024273951211439916,14,0.7857142857142857
HOXB9,0.02221340826813532,12,0.9166666666666666
HOXC10,0.02269750026554646,12,0.9166666666666666
HOXC11,0.0006604024851808153,11,1.0
HOXC12,0.03465332756391354,7,1.0
HOXC13,0.018431244563877368,16,0.75
HOXC4,0.025437776349595705,121,0.8264462809917356
HOXC5,0.022609278064514137,37,0.8108108108108109
HOXC6,0.02211339677609815,52,0.7692307692307693
HOXC8,0.009407870422100808,13,0.9230769230769231
HOXC9,0.018356335465672727,21,0.8095238095238095
HOXD1,0.014079249597942281,16,0.6875
HOXD10,0.014775261972605177,11,0.9090909090909091
HOXD11,0.02473275452132447,14,0.9285714285714286
HOXD12,0.023605326602278744,13,0.7692307692307693
HOXD13,0.010103572875894298,12,0.6666666666666666
HOXD3,0.02719151371733855,21,0.7619047619047619
HOXD4,0.034634344022069004,17,0.9411764705882353
HOXD8,0.009160865418037163,20,0.65
HOXD9,0.021859510081426146,18,0.8333333333333334
HP,0.05274256726695074,1,1.0
HP1BP3,0.008638735028138,12,0.5
HPCA,0.020269843172061493,11,0.8181818181818182
HPCAL1,0.0029161366415044903,52,0.6538461538461539
HPCAL4,0.00842218580334456,18,0.7222222222222222
HPD,-0.003902400842845176,4,0.75
HPDL,0.00824997883037112,11,0.8181818181818182
HPGD,0.026788428400366066,10,0.8
HPGDS,0.016586488848838177,4,0.25
HPN,0.027239616495621784,11,0.8181818181818182
HPR,0.0535610208533812,4,1.0
HPRT1,0.001515602625078961,9,0.8888888888888888
HPS1,0.023586048404508786,11,0.8181818181818182
HPS3,0.019751745838546206,9,0.6666666666666666
HPS4,0.028915312645081157,18,0.6666666666666666
HPS5,0.019269250858061374,15,0.6666666666666666
HPS6,0.015573252269044413,10,0.8
HPSE,0.021144039211087835,13,0.9230769230769231
HPSE2,0.026597468179840142,12,0.75
HPVC1,0.06870642508699495,2,1.0
HPX,0.041798675804061325,6,1.0
HPYR1,0.04720413456136009,5,1.0
HR,-0.007239395825560092,9,0.8888888888888888
HRAS,0.010082213574734425,10,0.7
HRASLS,0.026454448335790432,14,0.7142857142857143
HRASLS2,0.03357984747637036,3,1.0
HRASLS5,0.017394349584801846,11,0.7272727272727273
HRC,0.040464452001414034,7,1.0
HRCT1,0.015531209478730278,2,0.5
HRG,0.059111345746169,4,1.0
HRH1,-0.005880949489005868,35,0.8285714285714286
HRH2,0.04434794225247402,28,0.9285714285714286
HRH3,0.018153115911539727,11,0.9090909090909091
HRH4,0.02520806392706154,2,1.0
HRK,0.022601882267247703,14,0.7857142857142857
HRNBP3,0.028533857822066216,168,0.8452380952380952
HRNR,0.040951230696183546,5,0.8
HRSP12,0.016388946869033555,16,0.6875
HS1BP3,0.014158501648151366,10,0.9
HS2ST1,0.025607341173581977,12,0.9166666666666666
HS3ST1,0.008802861402929834,26,0.7692307692307693
HS3ST2,0.02662948965155826,13,0.7692307692307693
HS3ST3A1,0.02361046915303387,13,0.8461538461538461
HS3ST3B1,0.017065501217987857,14,0.8571428571428571
HS3ST4,0.022626588370568794,10,0.8
HS3ST5,0.02444659213378495,5,0.6
HS3ST6,0.01278523558767354,10,0.6
HS6ST1,0.027943291462733402,11,0.8181818181818182
HS6ST2,0.052011074241667954,9,1.0
HS6ST3,0.020937650383303807,12,0.8333333333333334
HSBP1,0.01661910654460915,8,0.875
HSBP1L1,0.022051611830441395,8,0.75
HSCB,0.015588038890095666,14,0.7142857142857143
HSD11B1,0.0554860665203071,10,1.0
HSD11B1L,0.013895485983011364,17,0.7058823529411765
HSD11B2,0.013330491151923266,8,0.625
HSD17B1,0.012552485641239342,4,0.75
HSD17B10,0.022796121323041783,9,0.8888888888888888
HSD17B11,0.015396714460596896,9,0.6666666666666666
HSD17B12,0.021009196565507714,12,0.75
HSD17B13,0.02068128104456253,4,0.75
HSD17B14,0.017593054413806295,6,1.0
HSD17B2,0.0480911420142068,4,1.0
HSD17B3,0.05065713535805252,3,1.0
HSD17B4,0.02524382866387634,10,0.7
HSD17B6,0.03619531402827293,1,1.0
HSD17B7,0.03481834547915304,6,1.0
HSD17B7P2,0.018337155412791645,4,0.5
HSD17B8,0.02431331762160418,18,0.8333333333333334
HSD3B1,0.03593249562938483,2,0.5
HSD3B2,0.024633978244372735,3,0.6666666666666666
HSD3B7,0.02777093735615246,12,0.6666666666666666
HSDL1,0.01834429063752836,18,0.8333333333333334
HSDL2,0.015391625433225257,4,1.0
HSF1,0.015383570793481263,8,0.875
HSF2,0.014923103354333873,11,0.7272727272727273
HSF2BP,0.01623463975235647,15,0.8666666666666667
HSF4,0.03738709358498159,13,0.6923076923076923
HSF5,0.015596242167926547,7,0.2857142857142857
HSFX1,0.06004239533336328,2,1.0
HSFX2,0.06004239533336328,2,1.0
HSH2D,0.02262478862860772,8,1.0
HSN2,0.025823831816285503,5,0.4
HSP90AA1,0.023474317020207604,20,0.85
HSP90AB1,0.02287550009273854,15,0.8666666666666667
HSP90AB2P,-0.1168021083471863,3,1.0
HSP90AB4P,0.00010711557063752819,1,0.0
HSP90B1,0.022349780603143625,7,0.8571428571428571
HSP90B3P,0.027213353293814593,4,0.75
HSPA12A,-0.0009244847203928316,5,0.4
HSPA12B,0.02443212730948196,9,0.7777777777777778
HSPA13,0.027798255014985677,12,0.8333333333333334
HSPA14,0.012914404924443228,8,0.625
HSPA1A,0.01231837536796104,36,0.6388888888888888
HSPA1B,0.02420921752819695,29,0.7586206896551724
HSPA1L,0.013884954114801047,43,0.7209302325581395
HSPA2,0.021407943025216102,35,0.7428571428571429
HSPA4,0.02117885866043544,11,0.8181818181818182
HSPA4L,0.024247153671581673,6,0.8333333333333334
HSPA5,0.027604493747674333,4,0.75
HSPA6,0.019152521784035977,12,0.75
HSPA7,0.017274814824144107,6,0.8333333333333334
HSPA8,0.012169970478580596,12,0.6666666666666666
HSPA9,0.011769837488652325,10,0.7
HSPB1,0.0008088836175508077,12,0.5833333333333334
HSPB11,0.012512964504749351,13,0.3076923076923077
HSPB2,0.014322286344126273,11,0.6363636363636364
HSPB3,-0.034680888130299785,7,0.5714285714285714
HSPB6,0.017917578020308918,12,0.75
HSPB7,-0.03912355962412924,11,1.0
HSPB8,0.009489353302087986,10,0.6
HSPB9,0.019376462619885505,12,0.6666666666666666
HSPBAP1,0.027765612390119,13,0.6923076923076923
HSPBP1,0.021100585973652945,11,0.6363636363636364
HSPC072,0.027184626179089257,11,0.9090909090909091
HSPC157,0.022231152146666065,8,0.625
HSPC159,0.011111645302482124,4,0.75
HSPD1,0.012377445054668462,23,0.6956521739130435
HSPE1,0.00990108902467786,21,0.6666666666666666
HSPG2,0.005604505981916702,8,0.625
HSPH1,0.023786312607151486,13,0.8461538461538461
HTA,-0.06961439645341691,4,0.75
HTATIP2,0.012396709255608181,19,0.631578947368421
HTATSF1,0.02195736555662316,16,0.5625
HTN1,0.03537471809045156,1,1.0
HTN3,0.0329925432733976,3,0.6666666666666666
HTR1A,0.026119247001010277,14,0.7857142857142857
HTR1B,0.02448612081836615,12,0.9166666666666666
HTR1D,0.01608455765669956,12,0.75
HTR1E,0.02616592464848012,22,0.8181818181818182
HTR1F,0.026247840927869484,4,0.5
HTR2A,0.023491566791868736,23,0.782608695652174
HTR2B,0.02393881880334893,4,0.25
HTR2C,0.036622281047363016,21,0.7142857142857143
HTR3A,0.040744871265420986,11,0.8181818181818182
HTR3B,0.05584454890788788,3,1.0
HTR3C,0.04895081953258804,4,1.0
HTR3D,0.0431968169869116,6,1.0
HTR3E,0.038910295628939204,7,1.0
HTR4,0.029901287537261897,13,0.8461538461538461
HTR5A,0.031918589969382134,13,0.9230769230769231
HTR6,0.023487811694716792,12,0.9166666666666666
HTR7,0.01417698793524094,8,0.625
HTR7P,0.030148593673217722,5,1.0
HTRA1,0.008093913545272207,13,0.6923076923076923
HTRA2,0.016813921714371273,15,0.8666666666666667
HTRA3,0.01492499380855366,10,0.6
HTRA4,0.02006329719145861,7,0.5714285714285714
HTT,0.012561252454480289,12,0.6666666666666666
HULC,0.01577557022434853,1,0.0
HUNK,0.024389792030469135,9,0.8888888888888888
HUS1,0.0300916080236586,5,1.0
HUS1B,0.022398894655415044,10,0.6
HUWE1,0.030327668003226393,19,0.5789473684210527
HVCN1,0.020880807905821915,13,0.8461538461538461
HYAL1,0.01966119256240904,10,0.8
HYAL2,0.02140791031634139,20,0.85
HYAL3,0.01833691116815019,22,0.8181818181818182
HYAL4,0.04258880061637035,7,0.8571428571428571
HYALP1,0.022474449770136684,1,0.0
HYDIN,0.0283268526460861,12,0.9166666666666666
HYI,0.02448254317633064,16,0.9375
HYLS1,0.008611398151440932,20,0.6
HYMAI,0.04163611070815685,8,0.625
HYOU1,0.009062310648492321,12,0.6666666666666666
IAH1,0.013144527136265955,10,0.6
IAPP,0.058525825533362164,2,0.5
IARS,0.020520820291596936,7,0.42857142857142855
IARS2,0.02319461578485128,5,0.6
IBSP,0.03486777397478515,3,0.3333333333333333
IBTK,0.007460792852918399,12,0.9166666666666666
ICA1,0.01962400578230847,20,0.65
ICA1L,0.022600812058314844,20,0.6
ICAM1,0.030781139496633903,12,0.8333333333333334
ICAM2,0.01219383718647853,13,0.8461538461538461
ICAM3,0.04289498701727628,6,0.8333333333333334
ICAM4,0.023260890009573598,8,0.75
ICAM5,0.0309855168487477,8,1.0
ICK,0.014000263184766357,16,0.8125
ICMT,0.02035276448472673,9,0.8888888888888888
ICOS,0.01975600512016481,5,0.4
ICOSLG,0.007955043045923028,6,0.5
ICT1,0.010276142336222632,10,0.9
ID1,0.012348695068565908,17,0.6470588235294118
ID2,0.02301290313912099,12,0.75
ID2B,0.036456859859001434,4,1.0
ID3,0.0008368252635341844,14,0.7142857142857143
ID4,0.0232218410845755,8,0.75
IDE,0.009352453055037905,15,0.7333333333333333
IDH1,0.019944097924497133,13,0.9230769230769231
IDH2,0.018045161741944593,7,1.0
IDH3A,0.018024587332093066,8,0.75
IDH3B,0.02192882436901084,13,0.8461538461538461
IDH3G,0.020396388138410715,12,0.6666666666666666
IDI1,0.010802414348236415,11,0.8181818181818182
IDI2,-0.020043427621937338,4,0.5
IDO1,0.04814590099658406,1,1.0
IDO2,0.04145601470304212,4,0.75
IDS,0.030416670255123877,15,0.7333333333333333
IDUA,0.013936717071209675,8,0.75
IER2,0.02553088850913317,18,0.7777777777777778
IER3,0.0244552460805016,25,0.76
IER3IP1,0.022619009889514968,9,0.7777777777777778
IER5,-0.00021019093100202078,17,0.8235294117647058
IER5L,0.029966212121319637,8,0.75
IFFO1,0.030546214472268966,21,0.8571428571428571
IFFO2,0.015488696906900471,8,0.625
IFI16,0.03527875277179622,8,0.875
IFI27,0.019018769471222316,8,0.75
IFI27L1,0.019544770891884816,21,0.7619047619047619
IFI27L2,0.03020177073050642,9,0.8888888888888888
IFI30,0.021242384372151688,9,0.8888888888888888
IFI35,0.026195029332205255,7,0.7142857142857143
IFI44,0.06414426544963367,1,1.0
IFI44L,0.03406030692081125,7,0.42857142857142855
IFI6,0.018113731900038788,8,0.625
IFIH1,0.034245660664263516,9,0.8888888888888888
IFIT1,0.04954346002676756,4,1.0
IFIT1L,0.030894404266495333,5,0.8
IFIT2,0.04283494259263283,5,1.0
IFIT3,0.03571945221025043,6,0.8333333333333334
IFIT5,0.018962421087305555,9,0.6666666666666666
IFITM1,0.05236245618767816,13,0.8461538461538461
IFITM2,0.028709948528689314,6,0.8333333333333334
IFITM3,0.03722355438581504,8,1.0
IFITM4P,0.026679176753462805,9,1.0
IFITM5,0.01674301355663854,12,0.6666666666666666
IFLTD1,0.04037864082099826,9,0.4444444444444444
IFNA13,0.0020263611796088044,1,0.0
IFNA14,0.053535289653458995,2,1.0
IFNA4,0.053577896445330786,1,1.0
IFNA7,0.04923111835839544,1,1.0
IFNA8,0.04979507209586953,1,1.0
IFNAR1,0.013941313189984206,4,0.75
IFNAR2,0.02231619794611933,14,0.9285714285714286
IFNG,0.033025547090173066,5,0.6
IFNGR1,0.016143787907121603,7,0.8571428571428571
IFNGR2,0.025470147751152673,8,1.0
IFNK,0.002635444153616162,1,0.0
IFRD1,0.029393593601131276,19,0.7368421052631579
IFRD2,0.01652513774512643,11,0.8181818181818182
IFT122,0.009779568233238447,17,0.6470588235294118
IFT140,0.016002062020487814,23,0.7391304347826086
IFT172,0.014678958857975433,11,0.7272727272727273
IFT20,0.016994935533832287,13,0.7692307692307693
IFT52,0.02057729239640325,9,0.8888888888888888
IFT57,0.024483716469559397,7,0.7142857142857143
IFT74,0.026482098885504693,9,0.7777777777777778
IFT80,0.023070936577374978,17,0.6470588235294118
IFT81,0.00799199720447078,13,0.6153846153846154
IFT88,0.014736399036111177,15,0.6
IGBP1,0.02292109704071595,9,0.8888888888888888
IGDCC3,0.026466181884767175,5,0.6
IGDCC4,0.03063247180427626,5,0.6
IGF1,0.027089046331358148,9,1.0
IGF1R,0.020727591554330644,6,0.8333333333333334
IGF2,0.021104564548488955,91,0.7912087912087912
IGF2AS,0.020085944810753657,33,0.8181818181818182
IGF2BP1,0.020460263181508172,16,0.5625
IGF2BP2,0.035796469082949374,6,1.0
IGF2BP3,0.022356442242457173,15,0.6
IGF2R,0.013979581698451038,21,0.8095238095238095
IGFALS,0.034324841469192124,15,0.7333333333333333
IGFBP1,0.03147571618095196,11,0.8181818181818182
IGFBP2,0.02341998140260758,6,0.8333333333333334
IGFBP3,0.027321483941726392,32,0.84375
IGFBP4,0.021350239331639934,8,0.75
IGFBP5,0.017393506847283385,12,0.75
IGFBP6,0.03246039884659568,7,0.8571428571428571
IGFBP7,0.005419796680674349,10,0.6
IGFBPL1,0.038370647131779706,4,0.75
IGFL1,0.041376782912177314,5,0.8
IGFL2,0.03720908184325113,8,0.75
IGFL3,0.029772422141627904,5,0.8
IGFL4,0.05138391930619244,5,1.0
IGFN1,0.031142775495688654,6,0.8333333333333334
IGHMBP2,0.017267669145237113,10,0.7
IGJ,0.1179589076930428,1,1.0
IGLL1,0.04854369309173345,6,1.0
IGLL3,0.04036315414065174,2,1.0
IGLON5,0.017658198007912723,2,1.0
IGSF1,0.04215137013323104,9,0.8888888888888888
IGSF10,0.0464047455029113,6,1.0
IGSF11,0.02134563596112925,25,0.72
IGSF21,0.018109978870575732,9,0.6666666666666666
IGSF22,0.03636819151295105,6,1.0
IGSF3,0.019877687488588258,9,0.5555555555555556
IGSF5,0.05243265039312897,2,1.0
IGSF6,0.00981226967198202,5,1.0
IGSF8,0.013148159392050513,16,0.5625
IGSF9,0.026161195364636305,8,1.0
IGSF9B,0.022878182168343652,8,1.0
IHH,0.007107835215041031,11,0.7272727272727273
IK,0.020511583974124822,10,0.9
IKBIP,0.016018269204789645,18,0.7777777777777778
IKBKAP,0.017728734203801735,12,0.75
IKBKB,0.020901329599219736,9,0.8888888888888888
IKBKE,0.0018122478115360661,8,1.0
IKBKG,0.029306794062905935,28,0.7857142857142857
IKZF1,0.027987000607408767,18,0.9444444444444444
IKZF2,0.03528770217521967,11,0.8181818181818182
IKZF3,0.0421291036040318,4,0.75
IKZF4,0.030190245670707404,8,1.0
IKZF5,0.01908593648335465,17,0.7647058823529411
IL10,0.029983272427700103,3,1.0
IL10RA,0.03448012410947945,4,1.0
IL10RB,0.024086590630689846,7,0.5714285714285714
IL11,0.030956398675788033,4,1.0
IL11RA,0.01755941451795045,5,1.0
IL12A,0.014243248961906712,10,0.6
IL12B,0.01965387019273866,10,0.9
IL12RB1,0.0403343651127267,5,1.0
IL12RB2,0.026959539058151762,15,0.7333333333333333
IL13,0.021628671877183345,7,0.7142857142857143
IL13RA1,0.026021718247362973,9,0.6666666666666666
IL13RA2,0.020270462960182555,5,0.6
IL15,0.01992754780878287,20,0.65
IL15RA,0.024010006861662447,12,0.6666666666666666
IL16,0.00266556494325438,11,0.9090909090909091
IL17A,0.051747938598061295,4,1.0
IL17B,-0.10769877998748766,7,0.8571428571428571
IL17C,0.02662762704746672,5,0.8
IL17D,0.01780874937436151,7,0.7142857142857143
IL17F,0.03214305471400415,6,0.8333333333333334
IL17RA,0.01147703790815323,13,0.5384615384615384
IL17RB,0.011587196228629392,5,0.6
IL17RC,0.015520026737448775,7,0.7142857142857143
IL17RD,0.024008101091912,10,0.7
IL17RE,-0.012679585854321536,7,1.0
IL17REL,0.03803813034716349,14,1.0
IL18,0.0612592740817381,7,0.7142857142857143
IL18BP,0.026480740410932964,13,0.9230769230769231
IL18R1,0.02207701698578088,2,0.5
IL18RAP,0.058845252235437996,5,1.0
IL19,-0.06744289212293465,9,0.7777777777777778
IL1A,0.025682772446471117,6,1.0
IL1B,0.035939221218829163,7,1.0
IL1F10,0.05058950902596058,8,1.0
IL1F5,0.008705408589267036,2,0.5
IL1F6,0.049798845306618086,5,1.0
IL1F7,0.0552483899311165,12,0.9166666666666666
IL1F8,0.03373634893551944,9,1.0
IL1F9,0.04768268998966748,7,1.0
IL1R1,0.046145062698235303,5,1.0
IL1R2,0.018052371533559868,13,0.7692307692307693
IL1RAP,0.011734914304281937,16,0.5
IL1RAPL1,0.03835695217003081,10,0.7
IL1RAPL2,0.02528548748195278,20,0.8
IL1RL1,0.007523545895784637,8,0.25
IL1RL2,-0.048218183611756234,6,0.8333333333333334
IL1RN,0.05299122745500455,11,1.0
IL2,0.025891178040555962,1,0.0
IL20,0.028451565539640348,6,0.6666666666666666
IL20RA,0.02628353829575187,8,0.5
IL20RB,2.8589638589715528e-05,5,0.8
IL21,0.04741180801529622,4,1.0
IL21R,0.020368164239241475,16,0.75
IL22,0.02139986454117185,7,0.5714285714285714
IL22RA1,0.024454663998055376,7,1.0
IL22RA2,0.04536355136690121,6,0.8333333333333334
IL23A,0.02374096328319772,6,0.8333333333333334
IL23R,0.021625718018828594,3,0.6666666666666666
IL24,0.025271020695203986,6,1.0
IL25,0.05691567799816391,4,1.0
IL26,0.04827367823424718,5,1.0
IL27,0.030210243103750933,5,1.0
IL27RA,0.0232176835751891,10,0.8
IL28B,0.03542898039825072,5,0.8
IL28RA,0.011775757526973263,10,0.8
IL29,0.040728983710829836,5,1.0
IL2RA,0.04447230548954247,6,0.8333333333333334
IL2RB,0.043215810497383496,7,1.0
IL2RG,0.027341717295032354,7,0.8571428571428571
IL3,0.036205298094889087,7,1.0
IL31,0.04644161585253693,6,1.0
IL31RA,-0.008997963016062899,4,0.5
IL32,0.026734139713717058,9,0.7777777777777778
IL33,0.015413688040435192,1,0.0
IL34,0.009643516253144946,10,0.7
IL4,0.04583669635265679,4,1.0
IL4I1,0.025663507710594773,29,0.8275862068965517
IL4R,0.02029976948533341,9,0.8888888888888888
IL5,0.0366172105013275,5,1.0
IL5RA,0.05381569670390672,7,1.0
IL6,0.036349984288932526,6,1.0
IL6R,0.02449648456752915,14,0.9285714285714286
IL6ST,0.031448489991996405,15,0.7333333333333333
IL7,0.02523166886011248,8,0.625
IL7R,0.03090542140895091,2,1.0
IL9,0.038718049472605744,5,0.8
ILDR1,0.013203033869765995,8,0.375
ILDR2,0.021998264630912045,4,0.75
ILF2,0.017819890864482164,10,0.8
ILF3,0.012840329644779014,19,0.5789473684210527
ILK,0.009462523149223169,19,0.7368421052631579
ILKAP,0.01421418564781274,8,0.75
ILVBL,0.02494835253212831,12,0.8333333333333334
IMMP1L,0.022152254514300106,14,0.7142857142857143
IMMP2L,0.02809757363053649,12,0.9166666666666666
IMMT,0.022372983317723066,12,0.8333333333333334
IMP3,0.016926767473852657,14,0.9285714285714286
IMP4,0.021151807822665316,17,0.9411764705882353
IMP5,0.0328598026329079,13,0.9230769230769231
IMPA1,0.022604631585038334,9,0.5555555555555556
IMPA2,0.013725047585990817,9,0.5555555555555556
IMPACT,0.014712650725033668,14,0.5714285714285714
IMPAD1,0.027871795002430002,9,0.6666666666666666
IMPDH1,0.025890581775661593,13,0.7692307692307693
IMPDH2,0.02360504485390839,13,0.8461538461538461
IMPG1,0.08749350597468356,1,1.0
IMPG2,0.014225257311383003,3,0.0
INA,0.008789615679009138,11,0.8181818181818182
INADL,0.020542975401200918,9,0.5555555555555556
INCA1,0.006964260888378,18,0.5
INCENP,0.021886494592765236,9,1.0
INE1,0.04827345609442105,6,1.0
INE2,0.021153115357104513,3,0.6666666666666666
INF2,0.01757411121336704,23,0.8695652173913043
ING1,0.01616873026561103,30,0.6666666666666666
ING2,0.02248823163494292,6,0.6666666666666666
ING3,0.034713383890354554,9,1.0
ING4,0.016793769601038747,9,0.8888888888888888
ING5,0.0113359917781894,7,0.7142857142857143
INGX,0.017141520033275133,7,0.7142857142857143
INHA,0.014249599034876896,11,0.6363636363636364
INHBA,0.008811246468055993,7,0.7142857142857143
INHBB,0.009159570879261255,6,0.8333333333333334
INHBC,0.030195932128688367,5,1.0
INHBE,0.017669591601989925,5,0.8
INMT,0.035749010211138535,5,0.8
INO80,0.02022119309456894,10,0.6
INO80B,0.02579686568603725,11,0.7272727272727273
INO80C,0.019205932711658068,10,0.8
INO80D,0.030815593364712176,15,0.7333333333333333
INO80E,0.011071787728572013,12,0.8333333333333334
INPP1,0.02182436291496074,13,0.6923076923076923
INPP4A,0.01039202983216944,33,0.6666666666666666
INPP4B,0.01855495051752107,21,0.6666666666666666
INPP5A,0.016482199471106396,11,0.6363636363636364
INPP5B,0.02825526476486216,7,0.8571428571428571
INPP5D,0.04422486382368131,13,0.9230769230769231
INPP5E,0.03036071792772151,9,0.7777777777777778
INPP5F,0.028747322519223222,14,0.7142857142857143
INPP5J,0.020833231255016238,5,0.8
INPP5K,0.014936045364178056,13,0.9230769230769231
INPPL1,0.0192434805886433,10,0.8
INS,0.023268309610673447,17,0.9411764705882353
INS-IGF2,0.023268309610673447,17,0.9411764705882353
INSC,0.002042142266311716,19,0.8947368421052632
INSIG1,0.009921650127618493,9,0.6666666666666666
INSIG2,0.020007150884199274,13,0.7692307692307693
INSL3,0.02480252370930778,8,0.875
INSL4,-0.06237277693672333,2,1.0
INSL5,0.018742200753493483,5,0.6
INSL6,0.042063857774046254,5,1.0
INSM1,0.014761232132315408,14,0.7142857142857143
INSM2,0.011671819711390197,22,0.6818181818181818
INSR,0.017412819162650237,9,0.5555555555555556
INSRR,0.024967260681207054,8,0.75
INTS1,0.01968160977606866,7,0.7142857142857143
INTS10,0.02311178312433285,7,1.0
INTS12,0.014542889692252139,21,0.5714285714285714
INTS2,0.019318048790173452,5,0.6
INTS3,0.01548745644221375,11,0.7272727272727273
INTS4,0.018495558322298853,6,1.0
INTS4L2,-0.01113724279576537,3,0.0
INTS5,0.019737903421224987,9,0.8888888888888888
INTS6,0.016696305000080455,14,0.7857142857142857
INTS7,0.018356242685020917,12,0.75
INTS8,0.023665834520670462,9,1.0
INTS9,0.021356813013280525,15,0.8666666666666667
INTU,0.02734583350798665,10,0.9
INVS,0.03291207200560798,6,0.6666666666666666
IP6K1,-0.005488121623250285,19,0.631578947368421
IP6K2,0.004533593645808778,17,0.6470588235294118
IP6K3,0.044674220698046906,5,1.0
IPCEF1,0.030090881878258924,13,0.6923076923076923
IPMK,0.02206670881594011,16,0.8125
IPO11,0.02202688032724666,15,0.6666666666666666
IPO13,0.011768226073457436,17,0.6470588235294118
IPO4,0.015225162810984853,14,0.7857142857142857
IPO5,-0.016981370577987702,8,0.375
IPO7,0.0306505208500913,10,0.9
IPO8,0.016197710689138962,5,0.8
IPO9,0.02004518872346142,8,0.75
IPP,0.021978046939969093,11,0.9090909090909091
IPPK,0.018448653831346425,5,1.0
IPW,0.04464800871991681,2,1.0
IQCA1,0.028782142376317765,5,0.8
IQCB1,0.022223998585659065,15,0.7333333333333333
IQCC,0.018135953842800836,13,0.8461538461538461
IQCD,0.025714683219513555,14,1.0
IQCE,0.004728605114733206,7,0.7142857142857143
IQCF1,0.04170233578871557,1,1.0
IQCF2,0.04468155724696458,2,1.0
IQCF3,0.043856119910293756,1,1.0
IQCF5,0.06248871784529963,4,1.0
IQCF6,0.046734676063331634,5,1.0
IQCG,0.01969308550480564,24,0.75
IQCH,0.01801814269453237,10,0.9
IQCJ,0.04558529244343409,5,1.0
IQCK,0.01339079173314485,6,0.8333333333333334
IQGAP1,0.00418183980337493,8,0.875
IQGAP2,0.013485229947669477,7,0.7142857142857143
IQGAP3,0.019579116911572672,6,0.8333333333333334
IQSEC1,0.011311378724213624,18,0.6111111111111112
IQSEC2,0.021120299541602425,18,0.6111111111111112
IQSEC3,0.027550875939532128,32,0.78125
IQUB,0.025347098562565472,11,0.45454545454545453
IRAK1,0.04187220160404626,6,1.0
IRAK1BP1,0.025109078692612617,12,0.8333333333333334
IRAK2,0.019562828761714644,11,0.8181818181818182
IRAK3,0.021624627343493942,7,0.5714285714285714
IRAK4,0.024245285789312006,17,0.8823529411764706
IREB2,0.00825522499468283,9,0.5555555555555556
IRF1,0.02135739678805851,11,0.6363636363636364
IRF2,0.014625901344663744,37,0.7027027027027027
IRF2BP1,0.02421969432546207,19,0.7894736842105263
IRF2BP2,0.014752166344832859,14,0.8571428571428571
IRF3,0.01754322539667106,11,1.0
IRF4,0.02447442708715061,13,1.0
IRF5,0.01590594697301259,21,0.7619047619047619
IRF6,0.007464476068070207,16,0.6875
IRF7,0.009643206648155567,14,0.5
IRF8,0.03431498760038582,13,0.7692307692307693
IRF9,0.0208494851179648,10,0.8
