symbol,delta,n_sonden,donorkons
CPA2,0.038129874166797,2,1.0
CPA3,0.02441200911058561,3,1.0
CPA4,0.015718242436723366,5,0.8
CPA5,0.028733678186425547,4,0.5
CPA6,0.031043889135178193,12,0.75
CPAMD8,0.016143007557556318,7,0.5714285714285714
CPB1,-0.01983201352474928,1,0.0
CPB2,0.03439330567132576,2,1.0
CPD,0.039505137117135956,10,0.9
CPE,0.01706165021813036,11,0.6363636363636364
CPEB1,0.024833726991221522,19,0.9473684210526315
CPEB2,0.012582282938888707,14,0.5
CPEB3,0.028686378165264502,20,0.8
CPEB4,0.02758457806970462,17,0.8823529411764706
CPLX1,0.03337240073356682,6,0.8333333333333334
CPLX2,0.029948143812596115,44,0.7272727272727273
CPLX3,0.031140902762007046,8,0.875
CPLX4,0.02863546897407752,3,0.3333333333333333
CPM,0.024103305942238404,15,0.7333333333333333
CPN1,0.03235622465916688,8,0.5
CPN2,0.04965108953557848,9,0.7777777777777778
CPNE1,0.00880447579654825,17,0.6470588235294118
CPNE2,0.025475206897060444,12,0.8333333333333334
CPNE3,0.009913116658978302,10,0.5
CPNE4,0.03580827562002385,16,0.75
CPNE5,-0.005602392915967837,8,0.75
CPNE6,0.039973245503958164,6,0.8333333333333334
CPNE7,0.019842133802511493,8,0.75
CPNE8,0.014905024364958852,11,0.8181818181818182
CPNE9,0.022774290303172375,7,0.8571428571428571
CPO,0.038502825997776075,4,0.75
CPOX,0.01587923298770794,13,0.6923076923076923
CPPED1,0.013142498753419348,6,0.6666666666666666
CPS1,0.017953920048444115,15,0.6666666666666666
CPSF1,0.010187187767359282,6,0.6666666666666666
CPSF2,0.01696337615930789,13,0.6923076923076923
CPSF3,0.019107266391453995,9,0.7777777777777778
CPSF3L,0.02394987636420358,4,1.0
CPSF4,0.008917644178322972,12,0.6666666666666666
CPSF4L,-0.059729248431880266,7,0.8571428571428571
CPSF6,0.03284875643384687,8,0.75
CPSF7,0.014981093193603644,10,0.7
CPT1A,0.02530232441820537,29,0.9655172413793104
CPT1B,0.0088497674839838,17,0.6470588235294118
CPT1C,0.025363007832275877,11,0.9090909090909091
CPT2,0.015807217433522813,9,0.8888888888888888
CPVL,0.03992176060781262,13,1.0
CPXCR1,0.035904875881571686,6,0.8333333333333334
CPXM1,0.02070516704825331,12,0.6666666666666666
CPXM2,0.03089014684435653,13,0.8461538461538461
CPZ,0.014560058113300682,18,0.6111111111111112
CR1,0.04251127282813037,8,1.0
CR1L,0.029235848881061677,9,0.7777777777777778
CR2,0.04328880038028063,9,0.7777777777777778
CRABP1,0.03163092145745183,21,0.8571428571428571
CRABP2,0.005254262467223697,12,0.5833333333333334
CRADD,0.030389182269508645,10,0.9
CRAMP1L,0.013625666523038519,14,0.7857142857142857
CRAT,0.016734460454404347,4,0.5
CRB1,0.050025626511917456,2,1.0
CRB2,0.043723365968322464,1,1.0
CRB3,0.0206099340434636,12,0.8333333333333334
CRBN,0.014479349804563472,11,0.7272727272727273
CRCP,0.011852411185200544,7,0.42857142857142855
CRCT1,0.03649402866203713,6,1.0
CREB1,0.013815457152052723,14,0.5714285714285714
CREB3,0.018586067014467127,7,0.7142857142857143
CREB3L1,0.03428669274938369,8,0.75
CREB3L2,0.02495228944119335,11,0.9090909090909091
CREB3L3,0.04485304647266302,7,1.0
CREB3L4,0.009849531461779476,12,0.8333333333333334
CREB5,0.03007988006500784,58,0.8275862068965517
CREBBP,0.014579851423106235,6,0.6666666666666666
CREBL2,0.018792118200229208,11,0.45454545454545453
CREBZF,0.02779311929589444,12,0.8333333333333334
CREG1,0.0279129662343449,9,1.0
CREG2,0.019337823975864407,6,0.6666666666666666
CRELD1,0.022238412682556188,15,0.6666666666666666
CRELD2,0.021177362584498673,13,0.7692307692307693
CREM,0.01924121672768165,42,0.6666666666666666
CRH,0.031903100576076523,10,0.8
CRHBP,0.03119867851843251,6,0.8333333333333334
CRHR1,0.02484801791702516,6,0.8333333333333334
CRHR2,0.018447448765384445,11,0.8181818181818182
CRIM1,0.02330474269200905,9,0.7777777777777778
CRIP1,0.02032341837371549,7,0.5714285714285714
CRIP2,0.0081479108415034,8,0.625
CRIP3,0.01502246996890389,8,0.625
CRIPAK,0.013739675993998458,9,0.8888888888888888
CRIPT,0.02619297918841501,9,1.0
CRISP1,0.04502613618409248,4,0.75
CRISP2,0.01808258922722175,9,0.6666666666666666
CRISP3,0.06490033440322462,3,1.0
CRISPLD1,0.010189881550678149,10,0.6
CRISPLD2,0.03165873657059261,22,0.8636363636363636
CRK,0.007872220370899146,6,0.5
CRKL,0.01839049348933278,9,0.7777777777777778
CRLF1,0.013825646191732049,9,0.6666666666666666
CRLF3,0.03334127045271671,5,0.6
CRLS1,0.01750047387544469,17,0.7647058823529411
CRMP1,0.016128913654634536,16,0.8125
CRNKL1,0.027897173890429228,6,0.6666666666666666
CRNN,0.04554372512782057,2,1.0
CROCC,0.03331060643546147,9,1.0
CROCCL1,0.021538356279274213,7,0.8571428571428571
CROCCL2,0.03677587213069062,3,0.6666666666666666
CROT,0.013382479108765076,18,0.4444444444444444
CRP,0.0553144598720686,5,1.0
CRTAC1,0.014076822555485924,8,0.875
CRTAM,0.030671205562702697,1,1.0
CRTAP,0.01923082761079857,12,0.75
CRTC1,0.005482723392289164,8,0.375
CRTC2,0.040694923972527684,10,0.9
CRTC3,0.017063020290473397,5,0.4
CRX,0.029942526553898032,4,1.0
CRY1,0.011391519862168934,10,0.8
CRY2,0.017219485882610637,14,0.7857142857142857
CRYAA,0.033148107776147295,11,0.8181818181818182
CRYAB,0.01088110842799043,10,0.6
CRYBA1,0.04194497674113389,3,1.0
CRYBA2,0.009768546289919472,12,0.5833333333333334
CRYBA4,0.039839756943479444,7,1.0
CRYBB1,0.03322264294321504,7,1.0
CRYBB2,0.03177758877680115,10,0.7
CRYBB3,0.02717815665626483,10,0.9
CRYBG3,0.007700223048028282,6,0.3333333333333333
CRYGA,0.043271180983243084,5,1.0
CRYGB,0.04773935539882258,7,1.0
CRYGC,0.042128309902406874,6,1.0
CRYGD,0.04997127888058339,9,0.7777777777777778
CRYGN,0.02331769027614346,7,0.7142857142857143
CRYGS,-0.03462525780117026,1,1.0
CRYL1,0.019667296418818963,5,1.0
CRYM,0.019606842753720478,25,0.64
CRYZ,0.026946707384063767,14,0.9285714285714286
CRYZL1,0.017284031894763314,19,0.5789473684210527
CS,0.019479669211124886,11,1.0
CSAD,0.009386251581348728,14,0.7142857142857143
CSAG1,0.04056293918653956,9,1.0
CSDA,0.0193083056440289,9,0.6666666666666666
CSDAP1,0.008609512786442057,6,0.3333333333333333
CSDC2,-0.055815516881697363,6,0.6666666666666666
CSDE1,0.013171628403810214,12,0.75
CSE1L,0.017562654731855566,14,0.7142857142857143
CSF1,0.05796736129012264,7,1.0
CSF1R,-0.0029866984320438424,11,0.8181818181818182
CSF2,0.03266717646509767,9,0.8888888888888888
CSF2RB,0.04246038188110573,7,1.0
CSF3,0.029777788686060302,6,1.0
CSF3R,0.04928280898325494,9,1.0
CSGALNACT1,0.006253271422023992,39,0.7435897435897436
CSGALNACT2,0.018641226806213017,17,0.7058823529411765
CSH1,0.03682482696675186,3,1.0
CSH2,0.044814369539217525,3,1.0
CSHL1,0.040542904720223746,8,0.875
CSK,0.01602959600672403,13,0.9230769230769231
CSMD1,0.02979574061389162,7,0.8571428571428571
CSMD2,0.020316694285978005,9,0.6666666666666666
CSMD3,0.023206732488456717,21,0.47619047619047616
CSN1S1,0.051012308506443726,1,1.0
CSN1S2B,0.053665409611448056,2,0.5
CSN2,0.08970735128343546,1,1.0
CSN3,0.031861559539038464,1,1.0
CSNK1A1,0.012785185598624049,10,0.7
CSNK1A1L,0.023708361004632268,10,0.8
CSNK1A1P,0.027880302292541563,7,0.7142857142857143
CSNK1D,0.018899268812801098,11,1.0
CSNK1E,0.00813447233191129,22,0.8181818181818182
CSNK1G1,0.02676770185762042,15,0.8
CSNK1G2,0.026076606902918565,42,0.8333333333333334
CSNK1G3,0.016802440957124895,13,0.46153846153846156
CSNK2A1,0.02212689726279706,13,0.8461538461538461
CSNK2A1P,0.04046502279921473,3,1.0
CSNK2A2,0.007451420435143382,5,0.6
CSNK2B,0.018086951163618147,57,0.7894736842105263
CSPG4,0.0233238835844899,10,0.7
CSPG5,0.016630127549773756,12,0.6666666666666666
CSPP1,0.02100024859871506,9,0.7777777777777778
CSRNP1,0.0028089940431849274,13,0.9230769230769231
CSRNP2,0.01757476428714714,14,0.5714285714285714
CSRNP3,0.03818761228952216,3,1.0
CSRP1,0.017190646379585527,16,0.875
CSRP2,0.016714807512634332,13,0.7692307692307693
CSRP2BP,0.01364189332604579,10,0.4
CSRP3,0.035852072937758266,7,1.0
CST1,0.03806431354148045,3,1.0
CST11,0.055174223736927284,6,1.0
CST2,0.039751118902550515,4,1.0
CST3,0.029221591404590117,6,1.0
CST4,0.055425128507385915,4,1.0
CST5,0.048901692501842196,3,1.0
CST6,0.018642453972823412,11,0.8181818181818182
CST7,0.015719217094652536,7,0.42857142857142855
CST8,0.05315414015033536,8,1.0
CST9,0.03208709134739531,6,1.0
CST9L,0.03765226959150237,10,0.9
CSTA,0.05463720732945325,4,1.0
CSTB,-0.00010225785740878914,5,0.2
CSTF1,0.022683427580587844,18,0.8333333333333334
CSTF2,0.04342571923133903,9,0.7777777777777778
CSTF2T,0.02502765568379111,14,0.42857142857142855
CSTF3,0.022572509581313575,10,0.7
CSTL1,0.04038801285923365,7,1.0
CSTT,0.05579975233798893,5,1.0
CT45A1,0.033258083667648555,6,1.0
CT45A6,0.05268784937092639,6,1.0
CT47A1,0.06609050796552379,1,1.0
CT47A6,0.06609050796552379,1,1.0
CT47B1,0.03165736225011728,1,1.0
CT62,0.030060631432471188,12,0.8333333333333334
CTAG2,0.00867638116084558,5,0.4
CTAGE1,0.030489663945361494,12,0.6666666666666666
CTAGE5,0.0057709456267225285,13,0.6923076923076923
CTAGE6,0.06285108673133372,1,1.0
CTAGE9,0.051627347078948976,2,1.0
CTBP1,0.010163275903591696,27,0.6666666666666666
CTBP2,0.011845252836327628,67,0.7014925373134329
CTBS,0.01854097714963124,14,0.9285714285714286
CTCF,0.017588959595862017,14,0.8571428571428571
CTCFL,0.024945066106930612,4,0.75
CTDP1,0.014951799047692508,8,0.75
CTDSP1,0.01981964533814813,12,0.6666666666666666
CTDSP2,0.012886024924322604,10,0.7
CTDSPL,0.025778913530335987,7,0.5714285714285714
CTDSPL2,0.028832884754063298,13,0.6923076923076923
CTF1,0.028036031642139747,5,0.8
CTGF,0.011179027791312088,8,0.75
CTH,0.013825703475955268,11,0.5454545454545454
CTHRC1,0.01386444546670157,11,0.6363636363636364
CTLA4,0.04103765227298555,5,0.8
CTNNA1,0.027596872181682452,11,0.8181818181818182
CTNNA2,0.03138269346496136,16,0.5625
CTNNA3,0.04146542002625819,8,0.75
CTNNAL1,0.019310541172449104,5,0.6
CTNNB1,0.0057425872999153135,15,0.4
CTNNBIP1,0.013547930764120239,23,0.8260869565217391
CTNNBL1,0.008530293767663935,9,0.7777777777777778
CTNND1,0.017882164862515818,10,0.8
CTNND2,0.0216120329083841,9,0.5555555555555556
CTNS,0.01744110480521304,16,0.75
CTPS,0.021074662928147338,16,0.9375
CTPS2,0.02535431895861304,22,0.8181818181818182
CTR9,0.018303993408847755,10,0.6
CTRB1,0.03135144199798813,5,1.0
CTRB2,0.029287009760315,7,1.0
CTRC,0.01830682591935684,6,1.0
CTRL,0.04337778602790885,6,1.0
CTSA,0.006920771364010947,16,0.75
CTSB,0.016022533270000233,15,0.8666666666666667
CTSC,0.02016821447641306,10,0.8
CTSD,0.0284266966479305,13,0.6923076923076923
CTSE,0.039106369160702016,6,0.8333333333333334
CTSF,0.013909276613128262,9,0.6666666666666666
CTSG,0.048205055083992074,4,1.0
CTSH,0.009646852799758392,4,0.75
CTSK,0.017349365761935444,7,0.8571428571428571
CTSL1,0.0187324279732612,7,0.7142857142857143
CTSL2,0.031154301677894725,6,0.8333333333333334
CTSL3,0.039410983995881776,2,1.0
CTSO,0.023226990997378093,8,0.875
CTSS,0.04907241006940671,3,0.6666666666666666
CTSW,0.010760114183847508,6,0.8333333333333334
CTSZ,0.02524600494791951,27,0.7777777777777778
CTTN,0.008573901250746514,11,0.7272727272727273
CTTNBP2,0.04085420104779667,5,0.8
CTTNBP2NL,0.0213446421456762,12,0.6666666666666666
CTU1,0.019622847402137045,16,0.875
CTU2,0.01816691294106395,6,1.0
CTXN1,0.017648520034939767,10,0.8
CTXN2,0.03629698393862523,7,0.7142857142857143
CTXN3,0.019220696365696056,10,0.7
CUBN,0.026200168167514616,4,0.75
CUEDC1,0.024058427964111232,11,0.9090909090909091
CUEDC2,0.023055094254345005,13,0.9230769230769231
CUGBP1,0.02575639802452406,21,0.8571428571428571
CUGBP2,0.029179682222184974,31,0.8387096774193549
CUL1,0.022485160007025624,13,0.7692307692307693
CUL2,0.010153542262583916,11,0.45454545454545453
CUL3,0.014416076613913496,6,0.6666666666666666
CUL4A,0.00772490501264254,23,0.7391304347826086
CUL4B,0.038340704910547356,14,0.8571428571428571
CUL5,0.022716082818878727,9,0.7777777777777778
CUL7,0.03261123215626007,9,0.6666666666666666
CUL9,0.019748301743317327,5,0.4
CUTA,0.016011785411800872,57,0.7543859649122807
CUTC,0.020352222827064656,9,0.7777777777777778
CUX1,0.024257433927581805,11,1.0
CUX2,0.017906023213069916,7,0.7142857142857143
CUZD1,0.029927038838226304,5,1.0
CWC15,0.022862056906967902,14,0.7142857142857143
CWC22,0.021068641397318153,12,0.6666666666666666
CWF19L1,0.022639529224139882,11,0.6363636363636364
CWF19L2,0.03228043588417191,10,0.7
CWH43,0.014564817148338884,9,0.6666666666666666
CX3CL1,0.029048559055144002,7,0.8571428571428571
CX3CR1,0.04450614607082151,15,1.0
CXADR,0.008820930305100482,9,0.5555555555555556
CXADRP2,-0.018962692537871417,1,0.0
CXADRP3,0.008679312807170658,1,0.0
CXCL1,0.02433081011620112,10,0.8
CXCL10,0.0356210107639316,4,0.75
CXCL11,0.035419083404122496,3,0.6666666666666666
CXCL12,0.015548112794098597,11,0.6363636363636364
CXCL13,0.0265858175645918,7,0.7142857142857143
CXCL14,0.03237859299993539,9,0.7777777777777778
CXCL16,0.01542014858789168,10,0.8
CXCL17,0.04481861494981434,6,1.0
CXCL2,0.018564133619074198,12,0.75
CXCL3,0.017855836477485936,10,0.7
CXCL5,0.014832612814158035,8,0.5
CXCL6,0.02149514305596712,4,0.5
CXCR1,0.04375646054011021,12,0.8333333333333334
CXCR2,0.042338646300650255,11,0.9090909090909091
CXCR3,0.011242114168116879,6,0.8333333333333334
CXCR4,0.022173025856980666,23,0.8695652173913043
CXCR5,0.018695556581956842,22,0.7272727272727273
CXCR6,0.020108804129491276,6,1.0
CXCR7,0.028022661910572597,13,0.7692307692307693
CXXC1,0.02248483616511983,9,0.6666666666666666
CXXC4,0.01832367339564969,11,0.5454545454545454
CXXC5,-0.026071388626726068,42,0.8095238095238095
CXorf1,0.03873820098845246,1,1.0
CXorf15,0.0231194660451237,9,0.7777777777777778
CXorf21,0.04794973588545928,3,1.0
CXorf22,0.04078176746797628,10,1.0
CXorf23,0.037947241904069416,4,1.0
CXorf26,0.03655715486552529,7,0.8571428571428571
CXorf27,0.0476943483075313,3,1.0
CXorf30,0.05960856948942639,2,1.0
CXorf36,0.04027479904584806,7,1.0
CXorf38,0.0364280875894243,10,0.8
CXorf39,0.018042996466342602,9,0.6666666666666666
CXorf40A,0.03867681690926366,7,0.8571428571428571
CXorf40B,0.012451281103557511,16,0.375
CXorf41,0.03182817717980603,13,0.6923076923076923
CXorf42,0.03760533482266514,7,1.0
CXorf48,0.0409758782518692,7,0.7142857142857143
CXorf56,0.05296666292021592,9,1.0
CXorf57,0.024006079775005917,10,0.9
CXorf58,0.024152886240721684,16,0.75
CXorf59,0.05018053759849389,1,1.0
CXorf61,0.029171186053707544,10,0.9
CXorf64,0.048063617812142634,2,1.0
CXorf65,0.04919094706065431,4,1.0
CXorf67,0.036507717332529145,10,0.9
CYB561,0.02401148844936911,21,0.9047619047619048
CYB561D1,0.02454969847795234,9,0.7777777777777778
CYB561D2,0.023006726290982802,17,0.9411764705882353
CYB5A,0.01798453988944506,11,0.5454545454545454
CYB5B,0.02692667042629906,11,0.9090909090909091
CYB5D1,0.016283045795013367,14,0.8571428571428571
CYB5D2,0.012754823360164503,14,0.7142857142857143
CYB5R1,0.02198220929548482,9,0.8888888888888888
CYB5R2,0.023305603851655938,12,0.6666666666666666
CYB5R3,0.02213523619710287,17,0.9411764705882353
CYB5R4,0.023762742404954264,11,0.7272727272727273
CYB5RL,0.018912834585871955,18,0.9444444444444444
CYBA,0.007791104447253325,14,0.7142857142857143
CYBASC3,0.019347645915578398,21,0.7619047619047619
CYBRD1,0.026466449730752822,6,0.8333333333333334
CYC1,0.005862417682926451,8,0.5
CYCS,0.019521942330894684,10,0.8
CYCSP52,0.01634247553901154,4,0.75
CYFIP1,-0.0035022776079116414,45,0.8222222222222222
CYFIP2,0.0028073701279973627,23,0.7391304347826086
CYGB,0.023299522994638937,13,0.8461538461538461
CYHR1,0.02192201692478203,11,0.7272727272727273
CYLD,0.018151688670131814,15,0.6666666666666666
CYMP,0.039106163959506786,6,0.8333333333333334
CYP11A1,0.02185499176875932,19,0.8947368421052632
CYP11B1,0.03042890964970348,5,1.0
CYP11B2,0.043387590214348126,6,1.0
CYP17A1,0.043436871989433044,6,1.0
CYP19A1,-0.007017426624424082,14,0.8571428571428571
CYP1A1,0.017518500440374146,31,0.7741935483870968
CYP1A2,0.031018624493171526,4,1.0
CYP1B1,0.0190096767399704,28,0.75
CYP20A1,0.01908590392620303,9,0.7777777777777778
CYP21A2,0.05067672013074265,10,1.0
CYP24A1,0.01588886339855136,10,0.6
CYP26A1,0.01482709876128509,17,0.6470588235294118
CYP26B1,0.018168405888333284,9,0.8888888888888888
CYP26C1,0.03520695705225941,12,0.75
CYP27A1,0.014899572951753341,7,0.5714285714285714
CYP27B1,0.03622492634873008,4,1.0
CYP27C1,0.025949370583530744,8,0.75
CYP2A13,0.0440570563771982,3,1.0
CYP2A7,0.0347933201921704,3,1.0
CYP2B6,0.047254579608433045,4,1.0
CYP2B7P1,0.041937768032261624,2,0.5
CYP2C18,0.06447302294599588,7,1.0
CYP2C19,0.05043879005262996,3,0.6666666666666666
CYP2C8,0.0026520085831141516,2,0.0
CYP2C9,0.05541971745344679,2,1.0
CYP2D6,0.05096429934078476,6,1.0
CYP2D7P1,0.03148365202383652,3,1.0
CYP2E1,0.05187966413468655,9,1.0
CYP2F1,0.058105572256461936,6,1.0
CYP2J2,0.018283853637336898,7,0.8571428571428571
CYP2R1,0.01782692641871764,9,0.7777777777777778
CYP2S1,0.015350112080088364,11,0.7272727272727273
CYP2U1,0.013110843912836144,11,0.7272727272727273
CYP2W1,0.0405787966998763,11,0.8181818181818182
CYP39A1,0.023666599243721848,13,0.8461538461538461
CYP3A4,0.023078654244466437,4,1.0
CYP3A43,0.024235835315143006,4,0.75
CYP3A5,0.04692938208316351,2,1.0
CYP3A7,0.033140589938307374,3,1.0
CYP46A1,0.007354300216164377,12,0.5
CYP4A11,0.03333077600009349,3,1.0
CYP4A22,0.041452456050481645,2,1.0
CYP4B1,0.056244804231453324,4,1.0
CYP4F11,0.03877229417095291,7,1.0
CYP4F12,0.04306962470754495,6,1.0
CYP4F2,0.05315860786208153,2,1.0
CYP4F22,0.031142452280664264,9,0.7777777777777778
CYP4F3,0.02600558576484784,5,0.8
CYP4F8,0.04911432041478092,5,1.0
CYP4V2,0.019318022642365176,11,0.6363636363636364
CYP4X1,0.01664030237906622,9,0.8888888888888888
CYP4Z2P,0.030547935404360127,2,1.0
CYP51A1,0.023350938796443406,23,0.8260869565217391
CYP7A1,0.04068500971713092,2,0.5
CYP7B1,0.015698658420525192,12,0.6666666666666666
CYP8B1,0.04554984762208159,7,1.0
CYR61,-0.004231937174895118,11,0.6363636363636364
CYS1,0.013243646893058373,9,0.7777777777777778
CYSLTR1,0.059894886346642,3,1.0
CYSLTR2,0.029682064965493814,5,0.8
CYTH1,0.009827720088252738,7,0.5714285714285714
CYTH2,0.013699585207072401,11,0.7272727272727273
CYTH3,0.026390227596887503,6,0.8333333333333334
CYTH4,0.015054991814982361,6,0.6666666666666666
CYTIP,0.016295640065384615,4,0.5
CYTL1,0.0058049810399934225,11,0.45454545454545453
CYTSA,0.022878745328384662,8,0.625
CYTSB,0.017903771657562424,19,0.631578947368421
CYYR1,0.031344717333738954,3,0.6666666666666666
CYorf15A,0.03643193844095565,11,0.9090909090909091
D2HGDH,0.012527419725339398,7,0.5714285714285714
D4S234E,0.02475701734294153,12,1.0
DAAM1,0.028138509235874073,22,0.9090909090909091
DAAM2,0.0014978378509178565,24,0.7916666666666666
DAB1,0.03612937695969698,83,0.8674698795180723
DAB2,0.022639060830151922,18,0.7222222222222222
DAB2IP,0.024173536278365458,9,0.8888888888888888
DACH1,0.02774385193530237,9,0.4444444444444444
DACH2,0.025198369779686362,14,0.5714285714285714
DACT1,0.021208606681347573,7,0.8571428571428571
DACT2,0.0302764360391519,8,0.875
DACT3,0.010341038101097384,11,0.8181818181818182
DAD1,0.020125429219543824,10,0.8
DAD1L,0.027597130819785765,3,1.0
DAG1,0.02682723826779571,11,0.8181818181818182
DAGLA,0.005985224661058757,20,0.7
DAGLB,0.012927223075858217,9,0.4444444444444444
DAK,-0.010668866442425375,15,0.5333333333333333
DALRD3,0.023471309457588525,31,0.8387096774193549
DAND5,0.021244646104085302,6,0.6666666666666666
DAO,0.020425775631870275,6,0.6666666666666666
DAOA,0.042252141447569135,5,0.8
DAP,0.015759773528457068,5,0.6
DAP3,0.012910739958050779,16,0.75
DAPK1,0.019937797583738773,9,0.8888888888888888
DAPK2,0.03950202148321353,6,1.0
DAPK3,0.015380741316600246,9,0.5555555555555556
DAPL1,0.030689714477192726,4,1.0
DAPP1,0.033175582223063424,6,0.8333333333333334
DARC,0.04368477071633381,10,0.9
DARS,0.01803540163658215,6,0.8333333333333334
DARS2,0.018206412009411133,19,0.7368421052631579
DAXX,0.01984009158381705,53,0.7169811320754716
DAZAP1,0.0133499714530786,7,0.7142857142857143
DAZAP2,0.021813847997823616,11,0.9090909090909091
DAZL,0.0052099188851744875,9,0.3333333333333333
DBC1,0.04031524655654265,9,0.8888888888888888
DBF4,0.010325783594048314,17,0.6470588235294118
DBF4B,0.023295463426626868,9,0.8888888888888888
DBH,0.017852637493095503,5,1.0
DBI,0.015269212891996698,19,0.631578947368421
DBN1,0.015821666783646736,13,0.6153846153846154
DBNDD1,-0.0357147469836273,9,0.5555555555555556
DBNDD2,0.015599028420619481,19,0.7368421052631579
DBNL,0.016197100273075558,8,0.625
DBP,0.012713307033676898,15,0.7333333333333333
DBR1,0.022512562771396006,9,0.7777777777777778
DBT,0.024515881980466104,5,0.8
DBX1,0.027062561060704992,15,0.8
DBX2,0.03207399741330299,13,0.6153846153846154
