"symbol","K27_AC_rep1","K27_AC_rep2","K27_hMSC_rep1","K27_hMSC_rep2","K27_OB_rep1","K27_OB_rep2"
"EPC1",3.30960666473335,2.95060041701172,1.86082114650884,2.26514297449255,2.00684385651936,2.01135467067808
"EPC2",2.05940706032306,2.13430694129981,1.55296693681236,2.121163547217,1.43608531422995,1.54400702873789
"EPCAM",1.48337038670908,1.61955114507654,1.76855020908641,1.73767723276827,1.5117747852021,1.59830473723169
"EPDR1",1.22969776254404,1.36646280963999,0.80614640613918,0.984922713926949,1.32459939748002,1.48748545252462
"EPG5",2.3544724929673,2.20498560651131,2.82368201631049,3.86721583254908,2.18333690538141,2.23614339309009
"EPGN",3.32482528383657,2.90261675028893,1.72488414240434,2.35077968100404,1.70658026358537,1.88261513866947
"EPHA1",2.65048876757431,2.65702220896315,2.90983691550815,2.61367913422928,3.22096331738089,3.13939456547132
"EPHA10",0.859262009220241,1.16447474599859,1.43621383711512,1.11850762844317,0.867338864454802,1.05051513397269
"EPHA2",2.35034183425824,2.49270029518557,4.23678623947918,4.08859191054175,3.85594910062061,3.57211234064883
"EPHA3",1.64102756204767,1.63771834204883,1.26015288163113,1.83098394190204,1.27806781348753,1.39096008490368
"EPHA4",2.06975504823111,1.96049805392643,1.50079912450347,1.74636036388383,1.52959209708717,1.67911373102105
"EPHA5",1.06104173284933,1.22741949113193,0.877603511524237,1.31693328539309,0.681362539407447,0.930853474570922
"EPHA6",1.03803381749197,1.21270173534533,0.832314100134781,1.14665680689859,0.678901884080998,0.951040290465553
"EPHA7",1.18150681401343,1.3275358417541,0.902925510496538,1.28011652228118,0.678309627251118,0.950811215867564
"EPHA8",0.887362701839444,1.11905790504676,1.84047457815583,1.028411270407,1.21907088884916,1.29212769515765
"EPHB1",0.9299835149784,1.16176866038936,1.05770847037188,1.17341558665268,0.699584318215317,0.909799618003085
"EPHB2",2.02208711762102,1.96043785454867,2.8471662406528,2.42281599102685,2.33696764926739,2.24299272069053
"EPHB3",2.0274797626559,2.08690172069136,3.45742603171943,2.61554741469064,3.28117962232522,3.25683908864797
"EPHB4",1.39832193382678,1.52380101596738,2.66782923010034,2.05964287325336,2.34834284489074,2.38299617700731
"EPHB6",1.16370519499416,1.18930560743749,1.75574334111572,1.39304096846984,1.70453897975942,1.75723913535664
"EPHX1",2.57377669297693,2.495934370554,2.62680551271755,2.5882241585526,2.88230395057644,2.76478775740465
"EPHX2",1.06908475441883,1.28927812240417,1.43187438980157,1.26547036123985,1.29227375747677,1.38039164421067
"EPHX3",1.57586362875609,1.53299874670316,2.35223155243675,1.42788965898459,2.25731430718675,2.21407555094878
"EPHX4",1.67078753723983,1.72803618642185,1.46489789776972,1.81862039105726,1.04380618523921,1.26996945978398
"EPM2A",1.22163166983717,1.44595199022417,1.17221344578688,1.60355390959062,0.905243961890177,1.15127995523259
"EPM2AIP1",3.94560199515404,3.26540790970406,2.46871029057422,3.51022061137894,2.40645843890028,2.42531643042855
"EPN1",1.2474034189121,1.44025831256066,1.91834474703545,1.46746048977114,1.82778710281513,1.8486530044285
"EPN2",3.31654033022956,3.13741140031821,3.13399279830289,3.18230766114606,3.74816898614441,3.56803786775724
"EPN3",1.70220736201175,1.68037092179084,3.24338313726911,2.3475492876535,2.68536218587685,2.51946157972789
"EPO",1.24821864952363,1.28262313801939,1.90400150894339,1.21802717297898,2.164814477912,2.35042050989811
"EPOP",1.66791888366625,1.75330535338651,1.88937496099929,0.909809409454205,3.07869037024252,2.90625870204454
"EPOR",2.47517254591612,2.45493370112411,2.88625121149073,2.80064020291279,2.69349381339608,2.49858885339814
"EPPIN",1.04172852250959,1.37362811326167,1.22740857174288,1.16733499831167,0.91114800361619,1.11186358325481
"EPPIN-WFDC6",1.1744200209262,1.49794949597908,1.20722696947618,1.1178780599631,0.814526956295425,1.08347335027343
"EPPK1",1.08087159548956,1.2370983536109,2.63574848963722,1.40458194510534,1.57269085332381,1.57277288831165
"EPRS1",2.37460639846385,2.26224455395177,1.61326862418837,1.99513488606709,1.59577791922207,1.60900007010481
"EPS15",2.32954731535216,2.24217410861064,1.77031039746293,2.14214835476984,1.91218209656734,1.81993843588915
"EPS15L1",2.01740070920825,1.99414038006009,2.6950914209206,2.32134881092963,3.00151368411805,2.8516862382221
"EPS8",4.12598063522164,3.54480029489224,2.50157418004395,3.65583603453905,2.61776902486811,2.58575341873937
"EPS8L1",0.95284134922581,1.09562811276702,2.14878483674271,1.27573543184782,1.91756013015715,1.80988756567902
"EPS8L2",1.82276281701824,1.91713506763401,3.12556837571701,2.58103532441278,2.61887078488872,2.61221800611888
"EPS8L3",2.24170648481043,2.38618924120354,2.94769244323582,2.13672635815516,3.24571024524935,2.89319111385027
"EPSTI1",3.34490462836717,3.06883937137248,1.69741553283612,2.13442953891132,2.40398037303434,2.34176887407184
"EPX",1.04593605665165,1.36131862903899,1.91071314678537,1.43580901170551,0.967409737884571,1.20352147135938
"EPYC",3.34951886904698,3.01574967846553,2.42415352977879,3.6312680262249,2.05728105907484,2.11649236658223
"EQTN",1.33003858833359,1.63267412276768,1.04607813036797,1.41015157786887,1.01315653965021,1.08503909203759
"ERAL1",1.60841393056591,1.78996594631583,2.33983434677467,1.70899734452623,2.07729576533127,2.21464915266328
"ERAP1",2.34489390107124,2.2036571435841,1.5900212118527,1.82751613070009,1.57147251096577,1.65422501727953
"ERAP2",2.55600792497468,2.30290986218366,1.98145477621367,2.67461464794223,2.46077180699378,2.54428825568943
