symbol,dWT_kons,iv_kons,basis,atac,im_modul,ri
ALG12,-0.125,0.125,-0.1519921008168317,0.1895648763653388,False,
ALG13,0.375,0.0,-0.5388616644601765,-0.2490415184853716,False,
ALG14,-0.375,0.375,0.351264091746469,-0.2665914239069753,False,
ALG2,0.125,0.125,-0.192213554062405,0.3148567698683142,False,
ALG3,-0.25,0.375,0.689822954695121,-0.1197208369427462,False,
ALG5,0.375,0.125,-0.6266728910487755,-0.1931338922652972,False,
ALG6,0.0,0.125,0.2311339468472855,0.0447540876463383,False,
ALG8,-0.625,-0.125,0.4003588702223665,-1.287303788737358,False,
ALG9,0.125,-0.25,-0.1701178304318413,-0.0920234175720318,False,
ALKBH1,0.0,-0.375,0.0367443139384862,0.0609811767161105,False,
ALKBH2,-0.125,-0.25,0.151439456811354,0.3188141552266708,False,
ALKBH3,0.0,0.25,-0.1496870935455985,0.0473114377769734,False,
ALKBH4,-0.4444444444444444,0.3333333333333332,0.2247408008853935,0.413005675307792,False,
ALKBH5,0.0,0.0,-0.23945312032627,-0.0069262166555743,False,
ALKBH7,0.0,0.2222222222222223,0.216539722649839,0.109776522686702,False,
ALKBH8,0.0,0.125,-0.350300673386285,-0.6583492639126307,False,
ALMS1,0.0,0.125,-0.3162177994154465,0.442887625265302,False,
ALPK1,0.5,0.0,-0.5827623983070005,-0.6743194036842595,False,
ALPK2,-0.3333333333333332,-0.1111111111111111,0.508109612282504,-0.773463859605017,False,
ALPK3,0.0588235294117647,-0.2941176470588236,-0.0111865716844771,1.299714479225035,False,
ALPL,0.625,0.125,-0.955276219320787,-0.0949031281484815,False,
ALS2,-0.375,-0.125,0.4119830063046605,-0.1968998139813158,False,
